restaurant_id,name,city,cuisine,rating
REST567,"Rojas, Young and Stewart",West Craig,Thai,4.7
REST568,Rodriguez Inc,Lynchton,Chinese,4.1
REST569,Rice Group,Briantown,Chinese,2.8
REST570,Wood LLC,Courtneyport,Chinese,3.0
REST571,Chapman-Miller,Ronaldchester,Thai,2.8
REST572,Green Inc,Lake April,Indian,4.1
REST573,Browning-Curry,South Ericatown,Indian,4.0
REST574,Parker-Rodriguez,Andreaton,Chinese,2.7
REST575,Young-Smith,Port Willieland,Mexican,5.0
REST576,Webster PLC,Colehaven,Indian,4.2
REST577,Jones-Houston,Tracytown,Chinese,4.9
REST578,White-Scott,Jasonshire,Chinese,3.7
REST579,Marshall-Gonzalez,Kingfort,Thai,3.5
REST580,"Brown, Davis and Hall",Georgetown,Thai,4.0
REST581,Campbell PLC,Kingside,American,3.3
REST582,Lamb and Sons,Patelbury,Thai,2.8
REST583,"Contreras, Hall and Henson",Leebury,Indian,4.4
REST584,Sims-Chandler,Lake Connieberg,American,3.3
REST585,Flynn PLC,Pittsland,Thai,5.0
REST586,Simpson and Sons,Port Jerrychester,Italian,4.7
REST587,"Taylor, Douglas and Nunez",North Danielchester,American,3.0
REST588,Allen PLC,North Cindy,Thai,4.5
REST589,"Hansen, Knight and Cabrera",Jeannestad,Indian,4.2
REST590,Rodriguez and Sons,West Kenneth,Chinese,4.2
REST591,Smith-Martin,West Lori,Mexican,3.0
REST592,Saunders-Kim,Hamptonfurt,Italian,3.9
REST593,"Crawford, Johnson and Warren",Collinsbury,Italian,2.9
REST594,"Smith, Robles and Bowen",Paulshire,Indian,3.0
REST595,Mcgee PLC,Sarahfurt,Indian,4.0
REST596,"Francis, Lowery and Smith",West Christine,Mexican,3.1
REST597,Jackson-Peterson,Angelaburgh,American,3.0
REST598,"Ward, Howell and Thomas",Watsonside,Italian,4.5
REST599,Miller-Atkinson,New Jasonside,Mexican,4.1
REST600,Raymond-Campbell,Port Lorishire,Mexican,4.4
REST601,Harrison Group,Kennethfort,American,2.9
REST602,"Anderson, Ross and Mendoza",Tinaburgh,American,3.2
REST603,Walker Group,New Georgemouth,Indian,3.9
REST604,"Hill, Jones and Schwartz",Pughmouth,Chinese,4.9
REST605,"Johnson, Kelly and Davis",Jacobfort,Italian,3.9
REST606,"Harrison, Richmond and Fisher",Barbermouth,Italian,3.2
REST607,"English, Johnson and Whitehead",Youngside,Mexican,3.5
REST608,Pacheco-King,New Nicholas,Chinese,3.0
REST609,Parker PLC,Garnershire,Italian,3.9
REST610,Rivera Group,West Beverlyfurt,Mexican,2.6
REST611,Wright-Mora,New Rebecca,Mexican,3.0
REST612,Bernard-Dean,Martinezborough,Mexican,5.0
REST613,Durham Ltd,North Katelyn,Thai,3.0
REST614,Alexander and Sons,Hensleyberg,American,2.7
REST615,Morgan Group,Rebeccamouth,Italian,3.4
REST616,"Simmons, Johnson and Murphy",West Robert,Thai,3.6
REST617,Brown Group,New Branditon,Thai,3.8
REST618,"Scott, Rich and Martinez",Richardland,Chinese,3.3
REST619,Young-Meyer,Jesseton,Mexican,3.5
REST620,Jones-Blackwell,Francesfurt,American,4.7
REST621,Fitzgerald-Mejia,East Erikaport,Thai,3.2
REST622,Joseph-Mullen,Port Claudiafurt,Chinese,4.7
REST623,House-Reyes,Schmidtburgh,Indian,4.9
REST624,Hensley Ltd,West Daleville,Indian,3.9
REST625,"Martinez, Robles and Mcdonald",East Brendaborough,Chinese,4.3
REST626,"Roman, White and Lopez",Port Sarah,Indian,3.3
REST627,"Wright, Walker and Luna",Lake Nicole,Chinese,4.0
REST628,Carroll and Sons,Davidbury,Mexican,3.8
REST629,"Brown, Cunningham and Garcia",Meganview,Indian,3.5
REST630,Travis-Bryant,Patrickchester,Thai,4.6
REST631,Martinez Group,Port Brooke,American,3.2
REST632,Ryan-Lee,Campbellburgh,American,2.7
REST633,"Wells, Harvey and Freeman",South Casey,Thai,4.4
REST634,"Turner, Mcneil and Phillips",West Katherinemouth,American,3.5
REST635,Baxter-Lewis,Jordanview,Chinese,4.2
REST636,Brooks-Meyers,North Martinborough,Thai,3.8
REST637,Garrett Inc,South Nichole,Mexican,3.4
REST638,Moore-Moran,East Melinda,Chinese,4.0
REST639,Tucker PLC,Kimberlyshire,Mexican,3.4
REST640,Osborne-Manning,Curtismouth,Mexican,5.0
REST641,"Myers, Mendez and Gregory",Lake Katieville,Thai,3.4
REST642,Yates-Hale,Ashleybury,American,4.4
REST643,Sampson and Sons,Figueroahaven,Chinese,3.2
REST644,Lopez-Burns,South Louis,Mexican,2.9
REST645,Parsons-Brown,East Gabriel,Indian,4.8
REST646,Monroe-Lopez,Tinaview,Indian,3.3
REST647,"Weaver, King and Dougherty",Andersonchester,Italian,3.2
REST648,Kennedy LLC,Petersonview,Thai,3.3
REST649,Jenkins-Moore,East Robert,Indian,5.0
REST650,Berger-Figueroa,Port Stevenberg,Chinese,3.9
REST651,Gamble and Sons,Port Nancy,Mexican,5.0
REST652,Davis-Mcneil,West Eric,American,2.6
REST653,Brewer-Bryant,Christophermouth,Mexican,4.4
REST654,Castillo-Flynn,Lake Scottport,Thai,2.8
REST655,Rodriguez-Parks,North Kaitlinborough,Mexican,3.8
REST656,Bridges Inc,Jonesborough,American,4.6
REST657,"Walker, Payne and Howard",Bryanshire,Italian,3.1
REST658,"Murillo, Prince and Chandler",North Maria,Chinese,2.9
REST659,"Peterson, Rodriguez and Wilkins",New Kyle,American,4.8
REST660,Anthony-Adkins,South Antonioside,Mexican,3.8
REST661,"Brown, Mccall and Allen",Barbaraborough,Indian,3.8
REST662,Foster Inc,Garciaton,Italian,3.2
REST663,Evans-Johnson,Karenside,Mexican,4.9
REST664,Hernandez PLC,Balltown,Thai,3.7
REST665,"Savage, Wilson and Smith",South Sheilafort,Italian,2.9
REST666,Jensen and Sons,Wendyland,Chinese,3.8
REST667,Smith LLC,Myerstown,Indian,4.2
REST668,Sutton Inc,Paulshire,Chinese,2.7
REST669,Wood-Logan,Steveborough,Thai,3.2
REST670,Mills Ltd,Ruizton,Mexican,4.5
REST671,"Newton, Brown and Benson",Smithfort,American,3.8
REST672,"Chung, Paul and Cunningham",Cantrellmouth,Mexican,4.5
REST673,"Tyler, Thompson and Zamora",Peterville,Italian,4.2
REST674,"Schmidt, Potts and Henry",South Edwardfort,American,3.2
REST675,Smith-Wilson,Mooretown,Italian,3.3
REST676,Brown-Silva,New Margaretstad,Italian,4.8
REST677,Hoover-Koch,Rebeccaview,Mexican,4.5
REST678,"Holden, Chase and Schroeder",North Sarah,Mexican,4.2
REST679,"Cross, Harrison and Bell",Hoffmanhaven,Chinese,4.4
REST680,"May, Gray and Alexander",Lake Stephanietown,Thai,3.8
REST681,Cantu Group,West Victoriastad,Indian,4.7
REST682,Hensley and Sons,Martinhaven,Indian,4.9
REST683,Cook Inc,Tracyside,American,4.7
REST684,Baker Inc,Erikton,Indian,4.7
REST685,Howell LLC,Kimville,Thai,3.8
REST686,"Nelson, Moore and Arroyo",New Robert,Chinese,2.5
REST687,"Garcia, Valencia and Clarke",New Johnland,American,4.4
REST688,Nichols-Ayala,Bakerburgh,Thai,3.3
REST689,Wheeler-Lawson,Charlesview,Thai,3.0
REST690,Harrison Inc,New Kevinshire,Mexican,3.7
REST691,Wise-Black,New Heather,Thai,3.5
REST692,"Reed, Mosley and Johnson",New Dawn,Mexican,4.0
REST693,Lara and Sons,Christinemouth,Thai,2.7
REST694,Pacheco and Sons,Ericshire,Italian,2.9
REST695,Barrera LLC,West Matthew,American,4.4
REST696,Sanchez-Reed,Danielland,Chinese,2.7
REST697,"Murray, Baker and Leonard",Loweryside,Indian,2.9
REST698,Johnson-Sanchez,Arnoldshire,Mexican,3.0
REST699,Ross Ltd,Whitefurt,Indian,3.7
REST700,Smith-Thomas,Wheelerchester,Thai,4.1
REST701,"Diaz, Taylor and Miller",Lake Jacobberg,Mexican,3.4
REST702,"Sanchez, Simpson and Graham",North Jeffreyfort,American,3.4
REST703,"Pacheco, Jennings and Thomas",New Tammy,Mexican,4.7
REST704,"Allison, Hardin and Sanders",East Graceport,Chinese,4.4
REST705,Hall Inc,South Scott,Thai,4.7
REST706,"Dixon, Rojas and Davis",North Joshua,Indian,4.5
REST707,Mcintyre-Krueger,Lake Anthonyview,Mexican,4.7
REST708,Carr-Medina,Grantburgh,Mexican,3.4
REST709,Porter-Matthews,Nicholasbury,Thai,4.3
REST710,"Williams, Curtis and Russell",Millerhaven,Thai,3.0
REST711,Orozco Ltd,Matthewport,Mexican,3.7
REST712,"Cook, Kim and Schmidt",New Samantha,Chinese,4.2
REST713,"Yang, Kim and Cabrera",East Brianview,Thai,4.9
REST714,Allen Ltd,South Alyssaborough,Chinese,4.3
REST715,Cohen Ltd,East Michael,Italian,3.7
REST716,Miranda-Davenport,Susanfort,Chinese,3.4
REST717,Smith-Carlson,North Patrickshire,Thai,2.6
REST718,Mills-Reyes,Ericaburgh,Thai,2.9
REST719,Gould LLC,Michaelview,Italian,3.9
REST720,Lewis LLC,Williamsside,Thai,2.8
REST721,Rivera and Sons,Mistymouth,Italian,3.0
REST722,Moreno Inc,New Yolanda,American,4.6
REST723,Kennedy-Mccormick,Solisland,Thai,4.1
REST724,Carlson and Sons,South Michaeltown,Italian,3.3
REST725,Cochran and Sons,Lake Crystal,Indian,3.4
REST726,Adams-Smith,Jonathanberg,Chinese,2.8
REST727,Perry Ltd,Port Justinberg,Italian,3.2
REST728,Meyer PLC,New Stanley,Chinese,2.7
REST729,"Simpson, Figueroa and Ramirez",South Briannaberg,American,4.2
REST730,Dyer Group,Fieldsberg,Indian,3.0
REST731,Wilson Inc,Lake Charles,American,3.1
REST732,Smith-Waller,Karenborough,Chinese,4.2
REST733,Evans-Esparza,Roachfurt,Chinese,3.5
REST734,Ballard-Wood,South Brett,Chinese,3.0
REST735,Cruz Inc,Morrisonmouth,Thai,4.3
REST736,Evans Ltd,Harrisberg,Indian,4.9
REST737,King Group,East Anthony,Indian,4.1
REST738,Barnes-Mendoza,Lauriehaven,Mexican,2.7
REST739,Evans PLC,Port Brandon,American,4.0
REST740,Combs Ltd,Lake Andrew,Chinese,4.8
REST741,"Williams, Jenkins and Reyes",West Sharonland,Italian,3.2
REST742,"Middleton, Martinez and Cobb",North Robert,American,4.5
REST743,White-Campbell,North Donnastad,Chinese,3.2
REST744,"Hopkins, Wilson and Lopez",Brianmouth,Mexican,3.9
REST745,"White, Hughes and Cook",Ericshire,Italian,3.7
REST746,"Young, Baker and French",South Ashley,Mexican,3.9
REST747,Byrd-Green,North David,American,3.8
REST748,"Kennedy, Cook and Castaneda",Christineville,Mexican,3.6
REST749,"Mccormick, Gilbert and Oconnell",Washingtonshire,Chinese,4.1
REST750,"Anderson, Owens and Carlson",Emilyhaven,Mexican,3.8
REST751,Rojas-Cole,Lake Timothyberg,Mexican,3.3
REST752,Pham-Davila,Thompsonburgh,American,3.3
REST753,"Hicks, Anderson and Jimenez",Angelaburgh,American,3.8
REST754,"Zamora, King and Paul",West Marioton,Italian,2.7
REST755,Willis-Williamson,Jamesland,American,4.0
REST756,Schmitt LLC,Joshuaton,Thai,2.7
REST757,Walker-White,Port Thomasshire,Italian,4.9
REST758,"Kirby, Gaines and Johnson",Lake Matthew,Mexican,4.6
REST759,"Watson, Wagner and Johnson",North Jonathanstad,Mexican,5.0
REST760,Smith Group,North Reneetown,Italian,3.7
REST761,Moore Inc,New Carlosbury,Italian,4.2
REST762,Hill and Sons,Colemanside,Thai,3.6
REST763,Castro Inc,Russoberg,Italian,4.6
REST764,"Taylor, Taylor and Parker",East Davidchester,Chinese,2.7
REST765,Miranda-Branch,South Robert,Italian,4.1
REST766,Ford LLC,Davidberg,Italian,3.8
REST767,Perry-Martin,Orrview,Chinese,4.0
REST768,Santos LLC,South Craigton,Italian,3.2
REST769,Mccall LLC,Williamschester,Thai,2.8
REST770,"Miller, Reid and Patterson",Davisfurt,Chinese,3.1
REST771,Smith-Mcgee,Port David,American,3.0
REST772,Maldonado-Mason,Moorestad,Mexican,3.3
REST773,Austin-Meyer,Lake Hectortown,Indian,4.2
REST774,Pham-Lewis,Jacksonfort,Mexican,4.5
REST775,Greer Inc,Hollyberg,American,3.3
REST776,Gomez-Lopez,North Patriciaside,American,4.2
REST777,Johnson-Williams,Lake Vincentview,Chinese,3.0
REST778,Thomas Inc,Port Robert,Thai,3.4
REST779,Mendez Inc,Lake Feliciaberg,Indian,2.9
REST780,Wood-Vaughn,West Danielmouth,Mexican,4.6
REST781,"Russo, Burton and Howell",Oscarshire,Italian,4.5
REST782,"Lutz, Holmes and Garcia",West Jennaville,Mexican,4.7
REST783,Jackson-Coleman,West Jessicachester,Indian,3.3
REST784,Ortiz-Olson,Hilltown,Indian,4.4
REST785,Dennis-Fletcher,Michelleview,Thai,3.8
REST786,"Gutierrez, Fisher and Carter",South Garyshire,Chinese,3.7
REST787,Wilson-Osborn,New Zachary,Indian,2.8
REST788,"Nash, Arellano and Cameron",New Jimmy,Chinese,4.1
REST789,Phelps LLC,Johnhaven,Thai,3.9
REST790,Shields Group,Port Seanbury,Indian,4.4
REST791,Zamora Ltd,Julieland,Indian,3.1
REST792,Cross PLC,New Nicolehaven,Chinese,2.7
REST793,Ball and Sons,West Joyce,Chinese,4.0
REST794,"Avila, Martinez and Hull",East Andre,Mexican,3.5
REST795,Washington-Harris,Sarahport,Italian,2.6
REST796,Nguyen-Norton,Collinsside,Thai,3.6
REST797,"White, Erickson and Chaney",South Hannahmouth,Thai,3.6
REST798,Cooper-Morgan,Christineport,Thai,3.4
REST799,"Randolph, Wagner and Howard",North Jonathanhaven,Italian,4.8
REST800,Allen-Smith,West Christopher,Italian,2.7
REST801,"Hunt, Maddox and Allen",Greenfort,Indian,3.0
REST802,Arnold Group,Collinsport,Chinese,4.6
REST803,"Gray, Walker and Campbell",West Patricia,Thai,4.6
REST804,Diaz Inc,Clayton,Mexican,3.4
REST805,Dixon LLC,North Tammymouth,American,3.0
REST806,Vaughn-Conner,Richardshire,Thai,3.8
REST807,Williams Inc,New Albert,Mexican,4.5
REST808,Russo Group,Lake Susanchester,Mexican,3.9
REST809,Mclean-Francis,New Dustin,Indian,2.9
REST810,Kramer Inc,Gonzalezview,Italian,4.1
REST811,Hayes-Todd,East Allisonland,Indian,4.2
REST812,"Lee, Campbell and Campbell",Reidmouth,Thai,4.1
REST813,"Ruiz, Singh and Pierce",Lake Brittanymouth,Thai,3.0
REST814,Simpson Group,Silvaside,Thai,4.6
REST815,Carter-Alvarez,Lake Michele,Italian,4.5
REST816,Ayala PLC,Brittanytown,Mexican,3.8
REST817,Howard and Sons,Hectorburgh,Thai,4.6
REST818,"Huff, Burch and Smith",Gomezburgh,Chinese,2.8
REST819,Smith-Kemp,New Dawnville,Italian,4.3
REST820,"Flynn, Curtis and Vaughn",West Richardchester,Indian,2.8
REST821,"Arnold, Lindsey and Sanchez",Matthewfurt,Chinese,2.8
REST822,Gomez-Hall,Carmenborough,Indian,3.4
REST823,Nelson Ltd,New Melissa,Indian,4.4
REST824,Barnes-Smith,Holmesfurt,Chinese,3.2
REST825,Clarke-Long,Franklinville,Chinese,3.9
REST826,"Myers, Johnson and Richardson",Woodburgh,Thai,3.1
REST827,Hunt and Sons,New Ashleyhaven,Mexican,3.7
REST828,"Bean, Bates and Valencia",West Vanessachester,Mexican,3.4
REST829,Mckenzie and Sons,Linmouth,Mexican,3.5
REST830,King and Sons,Oconnorborough,American,3.8
REST831,"Garcia, Ramirez and Donovan",West Richardhaven,Mexican,4.1
REST832,Wright-Cooper,North Amyshire,Thai,4.4
REST833,Coleman-Lyons,Williamsbury,American,3.4
REST834,"Calderon, King and Williams",North Desiree,Italian,4.7
REST835,"Thomas, Richardson and Williams",South Christina,Chinese,4.2
REST836,Evans-Miles,South Bailey,Indian,4.2
REST837,"Flores, Pierce and Roy",Chaneyborough,Italian,3.7
REST838,Shaffer-Austin,Smithmouth,Mexican,3.3
REST839,Stone LLC,Russellstad,Thai,2.8
REST840,"Stevens, Ramirez and Adams",Ianmouth,American,2.8
REST841,"Edwards, Simon and Frost",West Dustin,Italian,3.1
REST842,Smith Group,East Rodneyton,Chinese,4.1
REST843,Daugherty PLC,Gregland,Italian,3.1
REST844,Gonzalez and Sons,Schaeferland,Mexican,3.7
REST845,Martin Ltd,North Elizabeth,Mexican,3.5
REST846,Wright-Nelson,Fergusonhaven,American,3.7
REST847,Wilkinson and Sons,North Janet,Italian,3.0
REST848,Blankenship-Olson,Colinfort,American,4.9
REST849,King-Davis,North Ashleyborough,Thai,2.7
REST850,"Williams, Estrada and Morales",Amberhaven,Italian,3.0
REST851,Olsen Inc,Jamesmouth,Chinese,3.9
REST852,"Harris, Friedman and Russell",Timothyshire,Italian,3.3
REST853,Rivera Inc,Lake Curtis,Indian,4.5
REST854,Neal-Rich,North Robert,Mexican,4.8
REST855,"Johnson, Roberts and Clements",Kennedyhaven,Chinese,4.6
REST856,Miller-Mcintosh,West Douglas,Chinese,2.5
REST857,Brooks-Weiss,Scottland,Italian,4.7
REST858,"Johnson, Thomas and Lawrence",Marshburgh,Thai,4.2
REST859,Johnson Ltd,Nataliechester,Thai,3.0
REST860,Duncan-Rosales,South Angelashire,Chinese,4.7
REST861,Montes-Gilmore,South Joshuabury,Indian,4.3
REST862,"Owens, Beard and Thompson",West Brittneyshire,Mexican,3.7
REST863,"Hoffman, Miranda and Rodgers",Raymondmouth,Mexican,4.2
REST864,"Andrews, Miller and Hurley",Bassshire,Mexican,5.0
REST865,Elliott-Joyce,East Joshualand,Chinese,2.8
REST866,Snyder and Sons,East Teresamouth,Indian,4.9
REST867,Page Ltd,New Suemouth,Indian,3.8
REST868,Webb-Strickland,Monicaberg,Thai,3.7
REST869,Ho and Sons,Amandamouth,American,3.0
REST870,Stafford Ltd,Victoriaville,Thai,2.9
REST871,"Fisher, Howe and Ross",North Maryville,Thai,4.5
REST872,Taylor-Jones,Rodriguezbury,American,2.5
REST873,Sharp-Villa,East Thomasview,Mexican,4.6
REST874,Vargas Inc,Frazierbury,Indian,2.8
REST875,Bailey and Sons,Port Phillip,Chinese,4.6
REST876,Phillips PLC,Gravesmouth,Italian,3.9
REST877,"Mills, Robinson and Rojas",New Ericamouth,Thai,4.4
REST878,"Chen, Brown and Sanford",Bowersland,Thai,3.5
REST879,Jarvis Group,Dicksonbury,American,2.5
REST880,"Kelley, Clark and Garcia",Butlerville,Italian,4.0
REST881,Watson-Walters,Jayport,American,3.4
REST882,Rice-Bailey,South Brittneystad,Italian,2.9
REST883,Frazier-Matthews,East Samanthaland,Italian,4.5
REST884,Mercado Ltd,Lake Dana,Indian,4.8
REST885,Lowe Ltd,North Melissa,Thai,4.3
REST886,Mitchell Inc,Bakerfort,Chinese,4.1
REST887,Pena Inc,Lake Shaneburgh,Indian,3.6
REST888,"Kennedy, Jackson and Mitchell",Victoriafort,Thai,4.8
REST889,Jackson-Zuniga,Bonillaside,Italian,4.4
REST890,"Williamson, Lang and Hardy",Port Amy,Mexican,2.8
REST891,Kim Ltd,Lake Davidton,Mexican,4.7
REST892,Arellano-Ford,New Leahburgh,Indian,3.4
REST893,"Davidson, Mason and Duran",Edwardschester,Mexican,2.6
REST894,Knox Group,Bakerchester,American,3.9
REST895,Johnson and Sons,West Michaelton,Indian,2.7
REST896,Berg-Saunders,West Ruth,American,3.7
REST897,Cooper Inc,West Brian,Mexican,3.0
REST898,"Dickson, Wilson and Carroll",Jessicaberg,Indian,3.2
REST899,Lawrence LLC,Michelleborough,Thai,3.2
REST900,Davis-Hernandez,Darrenland,Italian,3.0
REST901,"Boyd, Khan and Baker",Pennyview,Indian,3.8
REST902,Anderson PLC,Stoneside,Mexican,3.7
REST903,Roberts-Gonzales,Michaelborough,Thai,4.9
REST904,Lang-Mcdonald,Williamberg,Mexican,4.8
REST905,Cook Ltd,Wilsonside,American,3.1
REST906,Hill and Sons,Collinsburgh,Indian,4.7
REST907,Parker-Barker,South Garymouth,American,4.8
REST908,Hernandez-Moore,New Daniel,Italian,3.6
REST909,Mendez-George,Kevinhaven,Italian,2.8
REST910,Newton Inc,Acostafort,Indian,4.5
REST911,Jordan PLC,Brendaport,Indian,3.7
REST912,"Mason, Young and Landry",East Jeffrey,Thai,4.7
REST913,Arroyo-Becker,Turnershire,Chinese,4.1
REST914,Gutierrez Inc,Lake Craigtown,Thai,4.4
REST915,Williams-Reed,New Amandaside,Indian,3.4
REST916,"Hill, Ramirez and Henderson",Leeberg,Italian,2.7
REST917,Grant Group,New Adam,Thai,4.2
REST918,"Williams, Kelley and Chambers",Port Michael,Indian,2.8
REST919,Lester LLC,Nelsonhaven,Thai,4.6
REST920,Sutton LLC,New Rebeccaside,Mexican,4.3
REST921,"Collins, Douglas and Ellis",Clarkborough,Thai,3.7
REST922,"Stewart, Wilkerson and Wright",New Larry,Thai,2.6
REST923,Gonzales PLC,Nicoleport,American,4.7
REST924,"Woods, Martin and Fitzgerald",Martinezberg,Mexican,2.7
REST925,Taylor-Perkins,North Amandaton,Indian,3.6
REST926,"Cohen, Hammond and Daniels",Carriefort,Italian,3.7
REST927,Garcia-Jordan,Robertville,Italian,2.6
REST928,"Grant, Day and Thomas",Port Michael,American,4.5
REST929,James-Beard,East Stevenshire,American,3.0
REST930,"Sharp, Jackson and Burgess",Bergside,Mexican,2.5
REST931,Richardson-Powell,Nielsenside,Mexican,3.1
REST932,Martinez-Rodriguez,Lake Brittanyfort,Mexican,4.5
REST933,Wolfe LLC,Jeffreymouth,American,4.7
REST934,Murray LLC,Hollandfurt,Italian,4.3
REST935,Padilla Group,West Roberto,American,4.0
REST936,Lopez-Adams,Duncanmouth,American,4.1
REST937,Parker Group,Veronicabury,Chinese,3.5
REST938,Hart PLC,Andreahaven,Italian,4.9
REST939,"Ibarra, Jones and Thomas",Sototown,Italian,4.6
REST940,"Holloway, Mccarthy and Castro",Lake Brenda,Mexican,3.6
REST941,"Anderson, Daugherty and James",Port Dwaynemouth,Indian,3.0
REST942,Morrison-Ayala,Vernonmouth,American,4.0
REST943,Montgomery Ltd,Port Michellemouth,Thai,4.7
REST944,Potts LLC,North Danielle,Mexican,3.7
REST945,Shea and Sons,Port Melissa,Thai,4.2
REST946,Strickland and Sons,Lake Justin,Mexican,2.6
REST947,"House, Blanchard and Ramsey",Zimmermanburgh,American,3.4
REST948,Burton-Gould,North Rachel,American,2.9
REST949,Quinn-Hickman,East Brandy,Thai,4.6
REST950,"Ruiz, Curtis and Richardson",South Roseton,Italian,4.4
REST951,Banks-Hudson,Brayburgh,Thai,4.6
REST952,Harris-Ortiz,Blackburnland,American,3.0
REST953,Jordan-Smith,New Timmouth,American,4.8
REST954,"Mccormick, Walsh and Dunlap",North Richard,American,2.9
REST955,Boone Group,Donaldton,Chinese,4.2
REST956,Medina LLC,South Michelemouth,Mexican,4.8
REST957,Young Ltd,Hamptonland,Mexican,4.9
REST958,Murphy Inc,East Tony,Chinese,3.9
REST959,Santos Inc,South Maria,Italian,4.5
REST960,"Oliver, Martinez and Mcintosh",West Sharonshire,Italian,3.5
REST961,"Mora, Diaz and Wall",Millsfurt,Thai,3.7
REST962,Kelly-Wood,Port Daniel,Indian,2.7
REST963,Cunningham-Clark,New Samantha,Chinese,4.7
REST964,Murray-Sullivan,Hunterport,Chinese,2.5
REST965,Townsend and Sons,North Patrick,Indian,3.9
REST966,"Sanchez, West and Meza",Wilsonfort,Mexican,4.9
REST967,"Conley, Stephens and Parker",North Debraberg,Thai,3.3
REST968,"Hunt, Hughes and Jordan",Thompsonborough,Indian,3.8
REST969,Roth-Melton,Floresport,Mexican,3.5
REST970,Welch and Sons,Hernandezside,Italian,3.9
REST971,"Oconnell, Griffin and Reyes",Joshuafurt,Mexican,4.2
REST972,"Sims, Patton and Cooke",West Joseton,American,4.6
REST973,"Boone, Morgan and Hughes",North Joseph,American,3.3
REST974,Meyer-Barrett,East Patrickstad,Thai,3.8
REST975,"Foster, Morales and Keller",Brucemouth,Chinese,2.7
REST976,Berger Group,Port Joanna,Italian,4.3
REST977,Johnson Ltd,Alexmouth,Italian,3.5
REST978,Deleon LLC,Port Rebecca,Italian,2.6
REST979,Grimes-West,North Robertville,Italian,2.7
REST980,Allen and Sons,Suzannechester,Indian,3.6
REST981,"Campbell, Alvarez and Daniel",Lake Rachel,American,4.9
REST982,Douglas-Hays,Fuentesborough,Thai,3.7
REST983,"Romero, Deleon and Good",Snyderland,Italian,3.8
REST984,"Nunez, Bell and Waller",North Joshua,American,3.4
REST985,Wilson Ltd,Port Erica,Mexican,5.0
REST986,Williams-Yates,North Ian,American,4.1
REST987,Clark-Walker,Avilahaven,Chinese,4.4
REST988,Hayes-Boyer,West Karenburgh,Thai,4.5
REST989,"Adams, Nunez and French",East Michaelburgh,American,3.3
REST990,"Medina, Pierce and Davis",Lorimouth,Indian,5.0
REST991,Williams-Decker,Lake Caroline,Mexican,3.5
REST992,Diaz Inc,New Robertville,Chinese,3.9
REST993,Sexton-Hughes,Ronaldburgh,Chinese,3.7
REST994,"Preston, Shah and Aguilar",New Deanna,Mexican,3.5
REST995,Martinez-Garcia,Maloneville,Indian,3.0
REST996,Vazquez-Patterson,Davidtown,Italian,2.5
REST997,Pitts-Poole,Craigville,Italian,4.9
REST998,"Proctor, Barry and Parrish",Nancymouth,Indian,3.1
REST999,Figueroa-Cummings,Mariaview,Thai,4.0
REST1000,Nguyen-Martin,Thomasborough,Italian,3.6
REST1001,"Hendricks, Hendrix and Cox",Douglasville,Italian,2.6
REST1002,"Harmon, Evans and Rogers",New Carla,Chinese,3.2
REST1003,Flowers Inc,Davidtown,Chinese,2.8
REST1004,"Dean, Wilson and Watts",East Julie,Chinese,3.1
REST1005,Bailey Inc,Baileyborough,Mexican,2.6
REST1006,Norton-Hurst,Brookstown,Italian,4.5
REST1007,"Burton, Perez and Villarreal",Lake Mark,Chinese,2.7
REST1008,Young Group,North Kevin,Mexican,4.4
REST1009,Jackson LLC,Jacksonstad,Indian,2.5
REST1010,Alexander-Flores,Greenfort,American,3.0
REST1011,"Hines, Thompson and Roberts",North Amandahaven,Indian,3.3
REST1012,"Wagner, Williams and Jennings",Lake Candace,Chinese,3.6
REST1013,Reyes LLC,Lake Katherineborough,Mexican,5.0
REST1014,"Austin, Daniel and Johnson",Buckville,Thai,2.7
REST1015,Wallace Ltd,Port Steven,Chinese,3.7
REST1016,Li-Reeves,North Miguel,Chinese,3.3
REST1017,"Gutierrez, Lawrence and Chen",South Erikview,Thai,3.0
REST1018,"Brooks, Patel and White",East Alyssa,Indian,3.5
REST1019,"Hart, Brock and Lane",New Norman,Thai,3.8
REST1020,Smith-Reed,North Amber,Mexican,3.5
REST1021,Mcdonald-Reed,Ericmouth,Indian,4.8
REST1022,Arnold-Nunez,East Kellyland,Thai,3.2
REST1023,Crawford-Thomas,Tonyfurt,Indian,2.6
REST1024,"Phillips, Thomas and Davis",Lake Jaychester,Thai,4.4
REST1025,Ryan-Johnson,Gregoryland,Chinese,2.8
REST1026,"Lopez, Davis and Dickson",New Carl,Chinese,4.4
REST1027,Bennett Inc,Debbieborough,American,2.5
REST1028,Holloway Group,Melissaton,Thai,4.5
REST1029,"Myers, Freeman and Moore",West Cassandra,American,3.1
REST1030,Flores-Lawrence,Lake Tonya,American,2.5
REST1031,Hansen-Dickerson,Crystalville,Italian,3.3
REST1032,Robinson-Ray,West Sierrahaven,Italian,4.9
REST1033,Gates PLC,North Heather,Chinese,3.3
REST1034,Chavez-Nash,Kelleyburgh,Italian,3.2
REST1035,Berger and Sons,Lake Jeremy,American,3.6
REST1036,Woods-Aguirre,Tiffanyburgh,American,3.2
REST1037,"Cunningham, Matthews and Chavez",Benjaminview,Mexican,4.7
REST1038,Cohen PLC,South Joseph,American,3.8
