item_id,order_id,item_name,quantity,price
ITEM27918,ORD45760,Sushi,5,9.06
ITEM27919,ORD16504,Biryani,1,3.91
ITEM27920,ORD41852,Biryani,5,14.63
ITEM27921,ORD10209,Biryani,1,13.66
ITEM27922,ORD55864,Tacos,1,8.33
ITEM27923,ORD14567,Pasta,2,9.63
ITEM27924,ORD31023,Pizza,4,14.43
ITEM27925,ORD20260,Tacos,2,10.98
ITEM27926,ORD14028,Burger,1,10.98
ITEM27927,ORD20475,Salad,4,13.06
ITEM27928,ORD21455,Salad,1,11.51
ITEM27929,ORD52273,Salad,4,14.46
ITEM27930,ORD19462,Biryani,4,8.5
ITEM27931,ORD57332,Salad,5,2.63
ITEM27932,ORD25902,Pasta,2,12.61
ITEM27933,ORD23488,Pizza,4,9.1
ITEM27934,ORD57106,Pizza,4,3.61
ITEM27935,ORD22624,Pasta,3,13.25
ITEM27936,ORD59766,Sushi,2,5.52
ITEM27937,ORD47258,Burger,4,4.77
ITEM27938,ORD10584,Burger,3,4.61
ITEM27939,ORD32656,Sushi,4,2.98
ITEM27940,ORD42275,Salad,5,13.73
ITEM27941,ORD10173,Tacos,3,11.4
ITEM27942,ORD48423,Salad,4,12.43
ITEM27943,ORD44572,Sushi,2,12.84
ITEM27944,ORD24924,Tacos,2,11.42
ITEM27945,ORD19527,Pizza,1,6.7
ITEM27946,ORD22644,Sushi,3,6.31
ITEM27947,ORD57922,Pizza,2,3.86
ITEM27948,ORD29852,Pizza,1,6.22
ITEM27949,ORD36203,Tacos,2,6.97
ITEM27950,ORD30982,Burger,2,5.63
ITEM27951,ORD30110,Pizza,3,5.91
ITEM27952,ORD31645,Pizza,1,7.77
ITEM27953,ORD32510,Pizza,2,8.49
ITEM27954,ORD20506,Pizza,2,9.6
ITEM27955,ORD42827,Burger,3,3.7
ITEM27956,ORD38856,Pasta,3,3.9
ITEM27957,ORD23087,Pasta,3,10.34
ITEM27958,ORD30079,Tacos,5,5.23
ITEM27959,ORD28991,Sushi,1,14.17
ITEM27960,ORD52909,Burger,1,7.93
ITEM27961,ORD54890,Tacos,2,2.65
ITEM27962,ORD52506,Tacos,1,10.38
ITEM27963,ORD32488,Biryani,1,3.8
ITEM27964,ORD31422,Burger,5,5.65
ITEM27965,ORD56946,Biryani,4,3.87
ITEM27966,ORD11310,Pizza,3,9.73
ITEM27967,ORD44259,Salad,4,3.28
ITEM27968,ORD49749,Pizza,3,5.53
ITEM27969,ORD27858,Salad,3,11.74
ITEM27970,ORD18916,Sushi,3,14.84
ITEM27971,ORD26083,Pasta,5,13.08
ITEM27972,ORD51135,Biryani,4,6.31
ITEM27973,ORD51622,Pizza,1,4.34
ITEM27974,ORD14431,Sushi,1,3.58
ITEM27975,ORD16788,Salad,3,14.16
ITEM27976,ORD59322,Salad,1,7.92
ITEM27977,ORD51466,Sushi,1,12.61
ITEM27978,ORD23120,Biryani,2,6.74
ITEM27979,ORD48057,Tacos,3,10.43
ITEM27980,ORD37231,Burger,4,14.36
ITEM27981,ORD44288,Tacos,1,7.15
ITEM27982,ORD16305,Tacos,5,12.67
ITEM27983,ORD14252,Pasta,4,4.66
ITEM27984,ORD24204,Pasta,2,6.67
ITEM27985,ORD25765,Biryani,3,11.87
ITEM27986,ORD49919,Biryani,4,9.68
ITEM27987,ORD11239,Burger,5,9.7
ITEM27988,ORD52763,Sushi,1,2.6
ITEM27989,ORD44954,Salad,2,13.53
ITEM27990,ORD37187,Salad,4,6.36
ITEM27991,ORD30190,Sushi,5,7.97
ITEM27992,ORD45825,Sushi,3,12.35
ITEM27993,ORD19725,Pizza,3,11.49
ITEM27994,ORD49656,Biryani,5,7.62
ITEM27995,ORD30148,Tacos,4,11.13
ITEM27996,ORD24946,Tacos,4,14.11
ITEM27997,ORD37991,Biryani,5,7.38
ITEM27998,ORD32371,Burger,1,13.51
ITEM27999,ORD15132,Pizza,5,7.0
ITEM28000,ORD30747,Salad,5,5.36
ITEM28001,ORD41459,Salad,3,5.96
ITEM28002,ORD44362,Salad,2,8.14
ITEM28003,ORD51200,Pizza,3,11.28
ITEM28004,ORD56651,Sushi,3,13.95
ITEM28005,ORD47154,Pizza,1,14.22
ITEM28006,ORD29900,Pasta,2,5.5
ITEM28007,ORD29100,Pasta,1,11.24
ITEM28008,ORD43859,Burger,3,12.41
ITEM28009,ORD57102,Biryani,1,9.21
ITEM28010,ORD43818,Pizza,4,4.48
ITEM28011,ORD12609,Sushi,4,11.2
ITEM28012,ORD20532,Salad,5,10.22
ITEM28013,ORD39642,Sushi,1,3.77
ITEM28014,ORD33389,Pizza,4,11.66
ITEM28015,ORD55261,Pizza,1,6.75
ITEM28016,ORD45891,Pasta,4,6.01
ITEM28017,ORD33665,Salad,4,7.43
ITEM28018,ORD56164,Tacos,2,12.87
ITEM28019,ORD16651,Pizza,4,5.33
ITEM28020,ORD58458,Sushi,4,11.38
ITEM28021,ORD55156,Pasta,3,9.78
ITEM28022,ORD59697,Sushi,5,11.44
ITEM28023,ORD24978,Burger,2,13.12
ITEM28024,ORD12407,Salad,4,5.96
ITEM28025,ORD35674,Tacos,5,11.71
ITEM28026,ORD43477,Sushi,2,7.73
ITEM28027,ORD19819,Pizza,3,12.7
ITEM28028,ORD42262,Sushi,5,4.36
ITEM28029,ORD36295,Pasta,1,11.6
ITEM28030,ORD23373,Salad,2,3.21
ITEM28031,ORD42682,Salad,3,14.54
ITEM28032,ORD22614,Pasta,5,13.37
ITEM28033,ORD45583,Biryani,4,6.6
ITEM28034,ORD42505,Pasta,3,2.95
ITEM28035,ORD30473,Salad,1,4.99
ITEM28036,ORD58557,Pizza,1,5.84
ITEM28037,ORD16128,Burger,1,11.33
ITEM28038,ORD31148,Pasta,3,3.15
ITEM28039,ORD42666,Biryani,2,12.65
ITEM28040,ORD54997,Biryani,3,2.52
ITEM28041,ORD59022,Tacos,3,4.46
ITEM28042,ORD24886,Pasta,1,12.2
ITEM28043,ORD38434,Sushi,4,10.85
ITEM28044,ORD41596,Pasta,4,9.62
ITEM28045,ORD35709,Sushi,3,10.79
ITEM28046,ORD42049,Pizza,1,3.7
ITEM28047,ORD52761,Salad,3,3.59
ITEM28048,ORD37814,Biryani,5,9.96
ITEM28049,ORD46674,Sushi,3,3.63
ITEM28050,ORD10111,Burger,3,13.87
ITEM28051,ORD21603,Burger,1,14.99
ITEM28052,ORD15459,Salad,2,11.28
ITEM28053,ORD18362,Burger,2,7.28
ITEM28054,ORD36229,Pizza,5,9.31
ITEM28055,ORD22789,Tacos,4,8.79
ITEM28056,ORD39914,Biryani,5,4.01
ITEM28057,ORD32089,Burger,3,13.23
ITEM28058,ORD40781,Biryani,5,6.68
ITEM28059,ORD14587,Salad,5,10.23
ITEM28060,ORD34078,Tacos,4,3.65
ITEM28061,ORD10057,Pasta,4,6.12
ITEM28062,ORD42199,Salad,2,3.82
ITEM28063,ORD14440,Salad,5,10.21
ITEM28064,ORD50056,Biryani,5,11.07
ITEM28065,ORD56512,Salad,1,7.91
ITEM28066,ORD28701,Pizza,1,13.17
ITEM28067,ORD42435,Biryani,1,2.59
ITEM28068,ORD27550,Pasta,5,12.1
ITEM28069,ORD25484,Sushi,2,12.66
ITEM28070,ORD51683,Sushi,5,7.77
ITEM28071,ORD19160,Pasta,5,6.66
ITEM28072,ORD48492,Tacos,5,7.47
ITEM28073,ORD28311,Pizza,1,12.82
ITEM28074,ORD21703,Pizza,2,10.43
ITEM28075,ORD25425,Sushi,4,8.16
ITEM28076,ORD43395,Pasta,5,8.07
ITEM28077,ORD26296,Biryani,4,3.41
ITEM28078,ORD56857,Biryani,2,12.19
ITEM28079,ORD33523,Tacos,1,12.59
ITEM28080,ORD22391,Sushi,4,3.1
ITEM28081,ORD23085,Biryani,4,9.35
ITEM28082,ORD52326,Tacos,1,14.26
ITEM28083,ORD37263,Sushi,4,12.4
ITEM28084,ORD22500,Pizza,4,6.44
ITEM28085,ORD17981,Sushi,4,10.4
ITEM28086,ORD23047,Tacos,2,4.72
ITEM28087,ORD29964,Tacos,5,14.42
ITEM28088,ORD20906,Tacos,4,9.89
ITEM28089,ORD37867,Pizza,2,11.41
ITEM28090,ORD51619,Sushi,2,11.9
ITEM28091,ORD53251,Pizza,4,7.8
ITEM28092,ORD53679,Biryani,5,14.66
ITEM28093,ORD27678,Tacos,2,5.01
ITEM28094,ORD17414,Salad,4,8.61
ITEM28095,ORD22676,Sushi,5,13.73
ITEM28096,ORD50288,Salad,1,6.57
ITEM28097,ORD53463,Sushi,5,13.74
ITEM28098,ORD27908,Pasta,2,4.38
ITEM28099,ORD54371,Sushi,4,7.65
ITEM28100,ORD25630,Pizza,5,9.63
ITEM28101,ORD56712,Burger,1,11.79
ITEM28102,ORD24058,Tacos,3,3.84
ITEM28103,ORD19297,Sushi,5,12.8
ITEM28104,ORD51909,Salad,1,14.67
ITEM28105,ORD13908,Sushi,3,4.17
ITEM28106,ORD50282,Pasta,4,12.91
ITEM28107,ORD34507,Tacos,4,9.66
ITEM28108,ORD24870,Pizza,1,8.64
ITEM28109,ORD12444,Salad,3,13.33
ITEM28110,ORD52139,Pizza,2,13.97
ITEM28111,ORD41413,Biryani,5,6.93
ITEM28112,ORD55970,Sushi,5,9.82
ITEM28113,ORD16745,Burger,1,4.17
ITEM28114,ORD21793,Pasta,1,3.74
ITEM28115,ORD48577,Tacos,5,9.01
ITEM28116,ORD53841,Pasta,5,11.44
ITEM28117,ORD20957,Tacos,1,14.97
ITEM28118,ORD38108,Tacos,2,10.99
ITEM28119,ORD13894,Biryani,2,11.27
ITEM28120,ORD22239,Salad,2,3.0
ITEM28121,ORD30383,Pasta,3,7.7
ITEM28122,ORD59714,Salad,5,5.43
ITEM28123,ORD59261,Sushi,1,3.27
ITEM28124,ORD24058,Pasta,4,4.31
ITEM28125,ORD35301,Burger,1,6.22
ITEM28126,ORD39912,Biryani,1,13.13
ITEM28127,ORD53291,Sushi,5,10.32
ITEM28128,ORD42071,Pasta,4,10.27
ITEM28129,ORD34372,Biryani,5,5.79
ITEM28130,ORD49396,Pizza,2,3.45
ITEM28131,ORD29060,Sushi,3,14.57
ITEM28132,ORD45416,Biryani,4,13.37
ITEM28133,ORD42552,Burger,1,11.44
ITEM28134,ORD25893,Pizza,2,10.87
ITEM28135,ORD31407,Salad,5,6.6
ITEM28136,ORD45432,Pizza,5,5.5
ITEM28137,ORD15574,Salad,1,7.47
ITEM28138,ORD30103,Biryani,2,5.44
ITEM28139,ORD51969,Sushi,1,13.62
ITEM28140,ORD54293,Burger,5,13.55
ITEM28141,ORD50208,Tacos,2,14.2
ITEM28142,ORD54327,Pizza,5,3.06
ITEM28143,ORD21356,Pizza,2,13.15
ITEM28144,ORD55003,Tacos,2,5.63
ITEM28145,ORD33873,Biryani,5,8.74
ITEM28146,ORD25236,Biryani,5,9.06
ITEM28147,ORD59519,Burger,4,8.51
ITEM28148,ORD30740,Sushi,3,6.85
ITEM28149,ORD19012,Sushi,4,10.26
ITEM28150,ORD21134,Biryani,5,10.09
ITEM28151,ORD11312,Salad,4,2.67
ITEM28152,ORD52200,Biryani,3,9.57
ITEM28153,ORD57429,Pizza,5,5.27
ITEM28154,ORD17449,Biryani,5,8.42
ITEM28155,ORD14551,Pasta,5,3.59
ITEM28156,ORD40005,Sushi,3,8.13
ITEM28157,ORD34986,Salad,5,8.04
ITEM28158,ORD57921,Biryani,3,12.38
ITEM28159,ORD44263,Burger,4,3.82
ITEM28160,ORD29543,Biryani,4,14.93
ITEM28161,ORD15419,Biryani,2,14.36
ITEM28162,ORD34368,Salad,5,9.82
ITEM28163,ORD39814,Salad,3,12.09
ITEM28164,ORD55287,Pizza,4,8.33
ITEM28165,ORD12500,Biryani,1,5.91
ITEM28166,ORD48521,Biryani,4,8.9
ITEM28167,ORD13196,Tacos,5,14.07
ITEM28168,ORD46993,Burger,4,14.73
ITEM28169,ORD40544,Sushi,1,13.58
ITEM28170,ORD18624,Pasta,3,9.62
ITEM28171,ORD21265,Salad,3,9.3
ITEM28172,ORD13826,Salad,2,5.02
ITEM28173,ORD52443,Sushi,2,10.73
ITEM28174,ORD48032,Burger,2,6.61
ITEM28175,ORD45975,Sushi,4,11.1
ITEM28176,ORD28175,Sushi,4,11.76
ITEM28177,ORD53644,Tacos,2,11.84
ITEM28178,ORD21937,Salad,2,12.18
ITEM28179,ORD20900,Tacos,1,3.37
ITEM28180,ORD47568,Pasta,5,3.19
ITEM28181,ORD42312,Salad,3,14.08
ITEM28182,ORD27057,Salad,1,4.41
ITEM28183,ORD35913,Pasta,2,7.82
ITEM28184,ORD20916,Tacos,2,4.66
ITEM28185,ORD28813,Pasta,4,7.26
ITEM28186,ORD14780,Biryani,4,14.4
ITEM28187,ORD54638,Pasta,2,11.81
ITEM28188,ORD33369,Salad,4,3.26
ITEM28189,ORD33475,Pasta,4,7.51
ITEM28190,ORD51161,Burger,5,3.06
ITEM28191,ORD12844,Pizza,4,12.19
ITEM28192,ORD20830,Burger,2,14.49
ITEM28193,ORD48684,Tacos,5,4.99
ITEM28194,ORD25211,Salad,4,3.66
ITEM28195,ORD26465,Sushi,5,12.38
ITEM28196,ORD54384,Sushi,2,9.73
ITEM28197,ORD50478,Tacos,5,13.23
ITEM28198,ORD35127,Pasta,5,9.03
ITEM28199,ORD41943,Pasta,3,3.4
ITEM28200,ORD54283,Sushi,5,7.39
ITEM28201,ORD35812,Pasta,1,4.44
ITEM28202,ORD47337,Burger,2,11.08
ITEM28203,ORD54342,Biryani,1,4.96
ITEM28204,ORD43317,Pasta,4,5.57
ITEM28205,ORD33768,Burger,1,4.98
ITEM28206,ORD14728,Sushi,5,11.98
ITEM28207,ORD35399,Pasta,2,13.55
ITEM28208,ORD29878,Salad,2,11.52
ITEM28209,ORD56959,Pasta,3,13.12
ITEM28210,ORD40543,Tacos,4,2.65
ITEM28211,ORD25489,Burger,1,3.98
ITEM28212,ORD55865,Sushi,5,3.87
ITEM28213,ORD33379,Tacos,4,3.61
ITEM28214,ORD43424,Salad,1,11.96
ITEM28215,ORD29719,Pizza,2,14.96
ITEM28216,ORD47986,Burger,4,11.85
ITEM28217,ORD28858,Pasta,5,11.21
ITEM28218,ORD35528,Biryani,2,12.59
ITEM28219,ORD10414,Sushi,5,8.82
ITEM28220,ORD46663,Burger,2,10.81
ITEM28221,ORD43461,Biryani,5,11.04
ITEM28222,ORD29386,Biryani,4,12.79
ITEM28223,ORD49853,Pasta,4,12.95
ITEM28224,ORD52031,Sushi,3,13.61
ITEM28225,ORD10413,Biryani,2,14.71
ITEM28226,ORD36255,Burger,3,4.05
ITEM28227,ORD16594,Tacos,3,7.09
ITEM28228,ORD26941,Pasta,2,13.91
ITEM28229,ORD11737,Burger,3,10.21
ITEM28230,ORD54025,Burger,4,9.61
ITEM28231,ORD20675,Pizza,1,2.65
ITEM28232,ORD51646,Burger,1,10.56
ITEM28233,ORD22104,Pizza,4,6.72
ITEM28234,ORD25014,Tacos,4,14.72
ITEM28235,ORD41461,Burger,5,14.03
ITEM28236,ORD25383,Pizza,3,4.35
ITEM28237,ORD41598,Pizza,2,14.71
ITEM28238,ORD54434,Salad,2,6.5
ITEM28239,ORD39581,Pizza,5,13.26
ITEM28240,ORD44343,Pasta,3,3.64
ITEM28241,ORD45422,Pasta,5,10.5
ITEM28242,ORD41017,Pasta,3,5.58
ITEM28243,ORD15232,Burger,4,9.06
ITEM28244,ORD55215,Tacos,1,2.52
ITEM28245,ORD54418,Burger,3,8.49
ITEM28246,ORD39366,Burger,5,4.39
ITEM28247,ORD32516,Pizza,2,7.94
ITEM28248,ORD31485,Biryani,5,5.4
ITEM28249,ORD59982,Tacos,5,6.68
ITEM28250,ORD57336,Pasta,5,5.85
ITEM28251,ORD42837,Burger,5,2.97
ITEM28252,ORD57113,Tacos,1,7.38
ITEM28253,ORD50678,Tacos,4,11.14
ITEM28254,ORD30578,Tacos,2,12.71
ITEM28255,ORD47054,Biryani,1,14.31
ITEM28256,ORD48456,Pasta,1,8.83
ITEM28257,ORD31988,Tacos,5,14.68
ITEM28258,ORD46809,Burger,3,9.5
ITEM28259,ORD35805,Pizza,2,2.57
ITEM28260,ORD35859,Pasta,1,5.1
ITEM28261,ORD56876,Salad,5,4.03
ITEM28262,ORD15346,Sushi,1,7.86
ITEM28263,ORD31878,Sushi,1,7.92
ITEM28264,ORD30448,Sushi,4,8.18
ITEM28265,ORD33910,Tacos,1,10.71
ITEM28266,ORD56722,Salad,2,4.99
ITEM28267,ORD48310,Sushi,5,9.5
ITEM28268,ORD11694,Biryani,1,10.81
ITEM28269,ORD26740,Biryani,1,12.89
ITEM28270,ORD23038,Biryani,2,3.9
ITEM28271,ORD39187,Pizza,3,11.09
ITEM28272,ORD17820,Sushi,4,3.19
ITEM28273,ORD26084,Pizza,1,9.18
ITEM28274,ORD55268,Pasta,4,11.01
ITEM28275,ORD13178,Tacos,1,7.09
ITEM28276,ORD57975,Pasta,3,14.46
ITEM28277,ORD20774,Pizza,3,11.68
ITEM28278,ORD19229,Pasta,1,9.96
ITEM28279,ORD50604,Salad,5,7.41
ITEM28280,ORD11908,Pizza,5,8.14
ITEM28281,ORD43196,Pasta,2,13.36
ITEM28282,ORD38498,Tacos,4,13.69
ITEM28283,ORD26072,Salad,5,10.1
ITEM28284,ORD30304,Pizza,5,9.63
ITEM28285,ORD53010,Pizza,3,10.36
ITEM28286,ORD27778,Salad,3,5.22
ITEM28287,ORD58065,Tacos,3,14.63
ITEM28288,ORD28748,Burger,2,2.96
ITEM28289,ORD27357,Sushi,2,7.08
ITEM28290,ORD28495,Sushi,3,14.9
ITEM28291,ORD20054,Pasta,3,14.26
ITEM28292,ORD26338,Salad,1,13.31
ITEM28293,ORD37614,Burger,4,8.39
ITEM28294,ORD46657,Sushi,5,8.43
ITEM28295,ORD13399,Pasta,5,6.05
ITEM28296,ORD35083,Sushi,3,4.77
ITEM28297,ORD23991,Burger,1,11.49
ITEM28298,ORD35357,Tacos,4,2.59
ITEM28299,ORD35533,Tacos,5,3.07
ITEM28300,ORD42075,Burger,1,2.98
ITEM28301,ORD33479,Pasta,5,14.5
ITEM28302,ORD46312,Burger,3,11.05
ITEM28303,ORD59479,Pasta,3,7.61
ITEM28304,ORD39317,Biryani,4,8.71
ITEM28305,ORD34142,Biryani,4,6.5
ITEM28306,ORD45682,Pizza,2,7.45
ITEM28307,ORD47438,Biryani,2,2.91
ITEM28308,ORD46300,Pizza,4,3.35
ITEM28309,ORD32255,Sushi,5,2.58
ITEM28310,ORD48968,Salad,1,8.53
ITEM28311,ORD18532,Biryani,2,10.98
ITEM28312,ORD13205,Sushi,5,13.9
ITEM28313,ORD56386,Salad,3,13.68
ITEM28314,ORD38041,Burger,1,7.87
ITEM28315,ORD23220,Pizza,4,9.61
ITEM28316,ORD43331,Salad,4,12.71
ITEM28317,ORD49518,Burger,2,11.55
ITEM28318,ORD59248,Pasta,3,10.98
ITEM28319,ORD25551,Pasta,1,11.06
ITEM28320,ORD46058,Biryani,1,3.01
ITEM28321,ORD53574,Pasta,3,3.19
ITEM28322,ORD17021,Salad,2,7.36
ITEM28323,ORD54243,Biryani,3,7.95
ITEM28324,ORD58178,Pasta,1,9.69
ITEM28325,ORD41710,Pasta,4,5.15
ITEM28326,ORD23605,Salad,3,11.22
ITEM28327,ORD48173,Tacos,3,4.03
ITEM28328,ORD29333,Sushi,5,5.04
ITEM28329,ORD40505,Pizza,3,10.39
ITEM28330,ORD46793,Biryani,5,9.88
ITEM28331,ORD54906,Sushi,1,8.26
ITEM28332,ORD47164,Pizza,5,11.77
ITEM28333,ORD54001,Tacos,2,4.2
ITEM28334,ORD55840,Sushi,2,7.54
ITEM28335,ORD15770,Pasta,4,9.18
ITEM28336,ORD18199,Burger,2,7.86
ITEM28337,ORD39540,Sushi,1,5.47
ITEM28338,ORD35866,Pizza,4,10.85
ITEM28339,ORD39697,Biryani,4,5.65
ITEM28340,ORD12129,Burger,3,10.77
ITEM28341,ORD13674,Pasta,4,8.48
ITEM28342,ORD32644,Pasta,5,14.92
ITEM28343,ORD59738,Salad,5,7.14
ITEM28344,ORD31293,Salad,5,5.35
ITEM28345,ORD51126,Sushi,1,3.79
ITEM28346,ORD28556,Pasta,2,14.18
ITEM28347,ORD30507,Burger,2,5.77
ITEM28348,ORD50898,Pizza,2,7.89
ITEM28349,ORD52034,Pizza,4,9.05
ITEM28350,ORD50726,Pizza,3,4.26
ITEM28351,ORD41250,Biryani,4,14.43
ITEM28352,ORD58711,Biryani,4,6.88
ITEM28353,ORD55449,Biryani,3,11.77
ITEM28354,ORD41775,Salad,3,3.02
ITEM28355,ORD51033,Burger,2,9.09
ITEM28356,ORD41979,Sushi,5,2.93
ITEM28357,ORD22821,Pizza,5,10.94
ITEM28358,ORD17945,Biryani,5,3.84
ITEM28359,ORD32305,Pizza,3,8.29
ITEM28360,ORD15843,Salad,2,5.55
ITEM28361,ORD31914,Sushi,5,4.84
ITEM28362,ORD50537,Biryani,4,4.47
ITEM28363,ORD17744,Biryani,4,11.65
ITEM28364,ORD35708,Pizza,2,11.37
ITEM28365,ORD52153,Sushi,4,14.67
ITEM28366,ORD18900,Salad,5,12.56
ITEM28367,ORD48198,Sushi,2,11.27
ITEM28368,ORD15651,Salad,5,7.41
ITEM28369,ORD59183,Biryani,1,8.72
ITEM28370,ORD14336,Biryani,4,8.09
ITEM28371,ORD40966,Pizza,4,10.16
ITEM28372,ORD10706,Pizza,4,8.37
ITEM28373,ORD12276,Burger,5,14.44
ITEM28374,ORD24058,Pizza,4,2.75
ITEM28375,ORD40432,Burger,5,9.88
ITEM28376,ORD58951,Pizza,3,11.63
ITEM28377,ORD22677,Sushi,4,7.94
ITEM28378,ORD11777,Pasta,3,14.79
ITEM28379,ORD32079,Pasta,1,4.0
ITEM28380,ORD26056,Pasta,1,14.01
ITEM28381,ORD35272,Sushi,5,13.49
ITEM28382,ORD29732,Pasta,1,3.96
ITEM28383,ORD33051,Burger,4,10.77
ITEM28384,ORD54423,Pizza,1,8.45
ITEM28385,ORD43924,Burger,3,13.74
ITEM28386,ORD11509,Biryani,3,8.94
ITEM28387,ORD53773,Tacos,4,7.93
ITEM28388,ORD14048,Pizza,5,11.8
ITEM28389,ORD40395,Tacos,5,12.96
ITEM28390,ORD39949,Biryani,1,9.5
ITEM28391,ORD55452,Sushi,5,9.96
ITEM28392,ORD12926,Pasta,5,10.31
ITEM28393,ORD18503,Sushi,4,10.58
ITEM28394,ORD18892,Salad,4,8.67
ITEM28395,ORD44123,Biryani,4,7.28
ITEM28396,ORD33738,Sushi,4,10.4
ITEM28397,ORD16172,Salad,5,3.44
ITEM28398,ORD46334,Biryani,2,3.25
ITEM28399,ORD40890,Pasta,2,6.61
ITEM28400,ORD22583,Sushi,3,5.54
ITEM28401,ORD44902,Pasta,3,7.56
ITEM28402,ORD28922,Salad,1,12.83
ITEM28403,ORD16824,Pasta,3,13.5
ITEM28404,ORD24474,Sushi,2,14.57
ITEM28405,ORD29650,Pasta,3,2.54
ITEM28406,ORD53606,Burger,5,12.5
ITEM28407,ORD27387,Pizza,4,7.72
ITEM28408,ORD16188,Tacos,4,6.21
ITEM28409,ORD23491,Sushi,1,9.45
ITEM28410,ORD31586,Pizza,2,5.95
ITEM28411,ORD55358,Salad,4,7.76
ITEM28412,ORD50818,Sushi,3,8.85
ITEM28413,ORD28314,Biryani,5,11.04
ITEM28414,ORD53137,Burger,5,14.94
ITEM28415,ORD13755,Burger,5,8.57
ITEM28416,ORD41383,Burger,2,3.69
ITEM28417,ORD24208,Pizza,5,12.88
ITEM28418,ORD13255,Tacos,5,9.32
ITEM28419,ORD30135,Pizza,3,8.81
ITEM28420,ORD52208,Pizza,5,6.37
ITEM28421,ORD35695,Sushi,2,9.04
ITEM28422,ORD33582,Biryani,2,11.92
ITEM28423,ORD22391,Biryani,1,7.48
ITEM28424,ORD30824,Biryani,2,5.25
ITEM28425,ORD27913,Sushi,5,3.31
ITEM28426,ORD14839,Salad,4,9.7
ITEM28427,ORD22113,Burger,5,11.12
ITEM28428,ORD26827,Pasta,3,6.76
ITEM28429,ORD53292,Pasta,1,13.04
ITEM28430,ORD27503,Salad,5,9.94
ITEM28431,ORD54631,Pasta,3,2.63
ITEM28432,ORD47655,Salad,3,13.4
ITEM28433,ORD20633,Salad,5,8.95
ITEM28434,ORD14830,Pizza,2,9.83
ITEM28435,ORD31529,Burger,2,3.12
ITEM28436,ORD58957,Tacos,2,10.08
ITEM28437,ORD12020,Burger,2,9.58
ITEM28438,ORD17850,Pasta,5,6.62
ITEM28439,ORD23580,Sushi,1,13.69
ITEM28440,ORD42486,Burger,2,8.03
ITEM28441,ORD47115,Salad,1,7.02
ITEM28442,ORD57005,Tacos,4,12.96
ITEM28443,ORD16066,Pasta,1,14.47
ITEM28444,ORD44439,Pasta,5,12.51
ITEM28445,ORD58266,Sushi,5,6.1
ITEM28446,ORD32059,Tacos,3,11.19
ITEM28447,ORD42571,Pasta,5,9.05
ITEM28448,ORD43739,Salad,4,9.71
ITEM28449,ORD12700,Salad,4,13.77
ITEM28450,ORD57105,Sushi,3,8.26
ITEM28451,ORD23312,Tacos,4,12.61
ITEM28452,ORD40627,Salad,2,8.57
ITEM28453,ORD48932,Burger,5,13.06
ITEM28454,ORD47864,Tacos,1,10.76
ITEM28455,ORD52030,Salad,3,14.99
ITEM28456,ORD53083,Sushi,5,12.9
ITEM28457,ORD57626,Pizza,3,4.65
ITEM28458,ORD17000,Tacos,3,10.43
ITEM28459,ORD39646,Tacos,4,12.55
ITEM28460,ORD13988,Pizza,5,9.01
ITEM28461,ORD14383,Pizza,3,10.41
ITEM28462,ORD20451,Pasta,3,2.81
ITEM28463,ORD58856,Burger,5,9.17
ITEM28464,ORD43067,Pizza,1,4.82
ITEM28465,ORD24927,Pizza,3,13.23
ITEM28466,ORD16723,Sushi,3,8.71
ITEM28467,ORD37821,Salad,1,3.97
ITEM28468,ORD37406,Salad,5,8.91
ITEM28469,ORD29846,Burger,1,12.25
ITEM28470,ORD30501,Pasta,2,5.36
ITEM28471,ORD41487,Sushi,5,7.97
ITEM28472,ORD12883,Pasta,5,11.17
ITEM28473,ORD15945,Salad,4,3.96
ITEM28474,ORD19230,Tacos,2,10.74
ITEM28475,ORD38060,Biryani,5,3.31
ITEM28476,ORD21713,Salad,5,10.07
ITEM28477,ORD21258,Pizza,2,8.51
ITEM28478,ORD56260,Pasta,5,11.26
ITEM28479,ORD19206,Tacos,5,14.97
ITEM28480,ORD52224,Pasta,1,14.16
ITEM28481,ORD15762,Sushi,5,9.28
ITEM28482,ORD10899,Pizza,3,10.91
ITEM28483,ORD12974,Burger,3,7.96
ITEM28484,ORD48398,Pizza,5,8.23
ITEM28485,ORD38845,Biryani,2,3.33
ITEM28486,ORD55578,Biryani,3,14.64
ITEM28487,ORD34909,Burger,2,4.84
ITEM28488,ORD47458,Salad,5,7.07
ITEM28489,ORD37901,Pizza,1,10.29
ITEM28490,ORD47150,Pizza,3,4.07
ITEM28491,ORD33582,Tacos,2,14.59
ITEM28492,ORD17837,Burger,3,13.3
ITEM28493,ORD36203,Salad,4,12.96
ITEM28494,ORD33484,Pasta,1,9.91
ITEM28495,ORD48641,Tacos,3,2.56
ITEM28496,ORD41431,Sushi,4,11.06
ITEM28497,ORD20580,Burger,4,12.35
ITEM28498,ORD24220,Biryani,2,8.13
ITEM28499,ORD27456,Tacos,4,13.94
ITEM28500,ORD36122,Sushi,4,5.87
ITEM28501,ORD17554,Biryani,5,6.57
ITEM28502,ORD55333,Salad,2,5.45
ITEM28503,ORD18537,Pizza,5,4.28
ITEM28504,ORD20049,Pasta,1,10.52
ITEM28505,ORD24950,Burger,1,4.0
ITEM28506,ORD50017,Biryani,1,10.78
