payment_id,order_id,payment_method,amount,payment_date
PAY34104,ORD52690,Credit Card,45.86,2024-07-05 17:15:39
PAY34105,ORD42691,Debit Card,33.02,2025-04-17 09:18:41
PAY34106,ORD28619,UPI,44.53,2024-09-02 01:40:45
PAY34107,ORD43711,Cash,20.16,2024-12-18 10:20:09
PAY34108,ORD37645,Debit Card,30.61,2025-05-28 00:17:51
PAY34109,ORD16963,Cash,14.92,2025-05-29 19:19:30
PAY34110,ORD44371,Cash,13.06,2024-07-15 14:33:28
PAY34111,ORD37198,Cash,7.44,2024-08-13 02:33:37
PAY34112,ORD13713,Debit Card,28.22,2025-06-07 05:17:18
PAY34113,ORD39288,Net Banking,39.45,2024-10-25 20:27:10
PAY34114,ORD34571,Credit Card,9.45,2024-10-05 02:59:29
PAY34115,ORD57261,Net Banking,15.45,2024-09-23 05:32:34
PAY34116,ORD19275,Cash,17.91,2024-12-23 13:12:45
PAY34117,ORD55710,Net Banking,5.03,2025-03-02 12:58:57
PAY34118,ORD42357,Net Banking,49.2,2024-12-09 21:34:05
PAY34119,ORD57807,Credit Card,29.71,2025-04-28 00:24:10
PAY34120,ORD52136,Cash,38.19,2024-12-06 03:45:06
PAY34121,ORD22561,Credit Card,30.22,2024-12-15 11:59:07
PAY34122,ORD54757,Credit Card,35.93,2024-11-05 09:21:47
PAY34123,ORD32910,Net Banking,29.17,2024-07-27 10:50:55
PAY34124,ORD38467,Credit Card,42.45,2025-06-09 04:14:08
PAY34125,ORD51991,Net Banking,40.43,2025-06-10 13:29:48
PAY34126,ORD16481,Credit Card,23.51,2024-07-07 20:50:54
PAY34127,ORD57248,Debit Card,10.36,2025-03-29 17:16:46
PAY34128,ORD31391,Cash,16.91,2025-04-24 03:23:08
PAY34129,ORD54242,Credit Card,16.03,2024-11-19 06:47:48
PAY34130,ORD10835,UPI,46.33,2024-07-18 17:05:01
PAY34131,ORD52148,Net Banking,18.6,2025-03-13 04:42:48
PAY34132,ORD30487,Credit Card,39.49,2024-08-10 13:21:43
PAY34133,ORD57756,Credit Card,29.01,2025-04-05 10:40:03
PAY34134,ORD56143,Net Banking,29.84,2024-09-13 12:38:22
PAY34135,ORD39409,Net Banking,15.82,2024-11-06 16:15:58
PAY34136,ORD55040,Cash,47.47,2024-08-20 16:36:28
PAY34137,ORD38745,UPI,22.8,2024-11-18 15:06:15
PAY34138,ORD46608,Net Banking,35.89,2025-01-13 06:08:03
PAY34139,ORD41089,Cash,22.45,2024-11-08 21:22:42
PAY34140,ORD49762,UPI,18.13,2024-07-28 21:16:00
PAY34141,ORD49083,UPI,42.96,2024-09-06 08:17:57
PAY34142,ORD45152,Credit Card,21.12,2025-04-09 12:58:49
PAY34143,ORD20034,UPI,28.13,2024-10-03 22:16:45
PAY34144,ORD12118,UPI,17.79,2025-05-02 08:44:52
PAY34145,ORD46328,Net Banking,31.96,2025-06-03 02:50:57
PAY34146,ORD49339,Cash,35.69,2025-02-25 02:19:01
PAY34147,ORD20043,Cash,7.08,2024-11-03 12:31:40
PAY34148,ORD49681,Credit Card,38.92,2024-10-16 17:21:49
PAY34149,ORD37077,UPI,46.2,2024-10-10 15:13:04
PAY34150,ORD28252,Net Banking,37.42,2024-07-06 20:44:00
PAY34151,ORD10108,Cash,44.01,2025-05-18 09:04:00
PAY34152,ORD54417,UPI,32.68,2025-05-13 07:12:57
PAY34153,ORD13975,Cash,10.95,2025-06-19 17:24:29
PAY34154,ORD56755,UPI,13.95,2024-12-14 15:44:19
PAY34155,ORD48669,Net Banking,33.1,2025-01-28 19:28:12
PAY34156,ORD36061,UPI,20.12,2024-12-19 16:27:19
PAY34157,ORD18330,Net Banking,22.7,2025-05-22 15:06:09
PAY34158,ORD59649,Cash,21.55,2025-02-01 19:02:56
PAY34159,ORD15979,UPI,40.8,2024-07-31 09:52:57
PAY34160,ORD31284,Cash,36.85,2025-03-05 10:14:38
PAY34161,ORD10304,UPI,30.93,2025-04-29 15:00:10
PAY34162,ORD58211,Credit Card,22.77,2024-07-11 17:44:54
PAY34163,ORD25088,Net Banking,43.86,2024-07-25 17:16:10
PAY34164,ORD42657,UPI,32.68,2025-06-03 09:53:01
PAY34165,ORD44902,UPI,27.88,2025-04-25 12:35:27
PAY34166,ORD23980,Cash,10.43,2024-07-05 05:58:44
PAY34167,ORD27413,UPI,14.04,2024-09-23 13:47:06
PAY34168,ORD16553,Credit Card,27.58,2024-12-16 16:31:10
PAY34169,ORD10314,Net Banking,48.17,2025-01-25 10:39:47
PAY34170,ORD48996,Credit Card,21.44,2025-02-10 20:36:45
PAY34171,ORD25982,UPI,48.78,2024-12-31 08:15:11
PAY34172,ORD24960,Credit Card,34.1,2024-09-21 01:38:28
PAY34173,ORD37750,Credit Card,29.41,2024-10-29 11:15:06
PAY34174,ORD29136,Cash,28.72,2025-04-27 21:18:14
PAY34175,ORD47520,Debit Card,29.83,2025-01-18 13:21:36
PAY34176,ORD18410,Credit Card,26.68,2025-06-12 04:23:47
PAY34177,ORD29527,Credit Card,27.17,2024-08-11 15:49:44
PAY34178,ORD24179,Net Banking,40.86,2025-03-18 13:17:21
PAY34179,ORD37271,Debit Card,45.19,2025-05-11 22:48:49
PAY34180,ORD32661,Cash,10.48,2025-02-09 07:48:06
PAY34181,ORD51744,Net Banking,40.62,2024-12-29 07:34:24
PAY34182,ORD16033,UPI,32.48,2025-03-15 22:01:35
PAY34183,ORD54694,Credit Card,30.58,2024-08-23 04:47:41
PAY34184,ORD39701,Credit Card,38.18,2024-09-30 10:09:36
PAY34185,ORD42346,Debit Card,43.0,2024-10-23 20:00:22
PAY34186,ORD22125,Credit Card,21.48,2024-12-12 18:52:51
PAY34187,ORD17543,Cash,18.21,2024-09-09 22:20:15
PAY34188,ORD32775,UPI,41.69,2025-04-14 22:30:37
PAY34189,ORD11422,UPI,5.59,2024-12-26 04:17:26
PAY34190,ORD46563,Credit Card,9.12,2024-07-15 13:41:58
PAY34191,ORD54059,Net Banking,38.23,2024-07-26 07:11:12
PAY34192,ORD12951,Net Banking,16.06,2024-08-28 21:24:51
PAY34193,ORD14629,Net Banking,5.28,2025-05-19 03:28:55
PAY34194,ORD32946,Credit Card,21.76,2025-02-05 18:53:26
PAY34195,ORD21569,Cash,41.72,2025-03-26 02:07:43
PAY34196,ORD59665,Credit Card,24.76,2024-08-25 14:50:20
PAY34197,ORD29854,Net Banking,46.68,2024-06-29 13:27:35
PAY34198,ORD13078,Debit Card,40.56,2025-02-02 01:00:22
PAY34199,ORD56980,Cash,47.96,2024-10-11 00:36:45
PAY34200,ORD42021,Net Banking,9.58,2024-07-26 19:14:23
PAY34201,ORD24449,Credit Card,17.78,2025-01-02 22:55:32
PAY34202,ORD26159,Cash,14.9,2025-06-26 01:28:29
PAY34203,ORD59773,Cash,37.59,2024-10-03 13:14:28
PAY34204,ORD48882,UPI,42.36,2024-07-31 16:04:13
PAY34205,ORD38679,Credit Card,5.93,2025-05-11 02:32:30
PAY34206,ORD59140,UPI,11.54,2024-12-16 06:57:54
PAY34207,ORD21986,Debit Card,47.32,2025-03-27 12:19:57
PAY34208,ORD51396,Debit Card,41.62,2024-07-08 04:41:11
PAY34209,ORD59041,Debit Card,40.87,2024-08-12 16:56:23
PAY34210,ORD44986,Debit Card,14.3,2024-08-24 06:50:23
PAY34211,ORD12022,Debit Card,34.63,2024-07-19 22:20:21
PAY34212,ORD31603,Net Banking,34.41,2025-03-27 00:25:24
PAY34213,ORD17426,Net Banking,45.75,2024-10-19 04:34:10
PAY34214,ORD22141,Debit Card,6.5,2025-03-03 11:54:29
PAY34215,ORD15122,Credit Card,42.4,2025-03-18 10:22:42
PAY34216,ORD49872,Net Banking,47.29,2024-12-22 16:00:51
PAY34217,ORD23462,UPI,45.92,2024-09-14 00:23:50
PAY34218,ORD57576,Net Banking,16.04,2025-03-19 12:20:08
PAY34219,ORD21071,Credit Card,11.02,2025-01-22 04:51:25
PAY34220,ORD32085,UPI,19.3,2025-06-17 15:20:03
PAY34221,ORD51191,UPI,17.11,2025-06-03 20:15:52
PAY34222,ORD23572,Cash,21.02,2024-07-30 00:49:26
PAY34223,ORD58535,Credit Card,29.81,2024-11-25 04:12:48
PAY34224,ORD52672,Credit Card,10.73,2024-09-25 05:21:18
PAY34225,ORD18304,Net Banking,40.98,2024-10-15 08:56:45
PAY34226,ORD20200,Debit Card,26.87,2025-02-05 23:32:03
PAY34227,ORD52728,Cash,12.63,2025-06-07 12:57:14
PAY34228,ORD19093,Cash,7.76,2024-12-19 23:08:45
PAY34229,ORD42209,Cash,8.48,2024-11-20 21:08:55
PAY34230,ORD58161,Net Banking,29.08,2025-01-09 10:54:30
PAY34231,ORD27512,Cash,40.11,2025-01-05 12:47:28
PAY34232,ORD52678,Debit Card,11.82,2025-03-01 10:14:42
PAY34233,ORD12165,UPI,10.5,2025-01-19 16:24:18
PAY34234,ORD32133,Cash,39.87,2025-01-04 13:56:00
PAY34235,ORD33275,Credit Card,44.2,2024-11-12 15:40:37
PAY34236,ORD29768,Credit Card,45.97,2025-01-06 20:46:17
PAY34237,ORD58116,Cash,37.15,2024-12-02 09:06:12
PAY34238,ORD39582,UPI,25.57,2024-10-26 01:32:27
PAY34239,ORD10184,UPI,9.49,2024-11-09 06:19:27
PAY34240,ORD33355,Cash,15.72,2025-01-26 09:50:40
PAY34241,ORD38130,Credit Card,28.75,2024-09-25 07:19:00
PAY34242,ORD40234,Debit Card,14.64,2025-05-11 20:36:29
PAY34243,ORD46584,Debit Card,19.33,2024-07-05 14:39:46
PAY34244,ORD44787,Credit Card,48.86,2024-09-25 19:48:38
PAY34245,ORD21758,Cash,40.58,2024-07-15 07:56:46
PAY34246,ORD28779,Credit Card,9.61,2024-09-11 08:55:44
PAY34247,ORD39159,Net Banking,49.1,2024-12-15 11:22:26
PAY34248,ORD47389,UPI,48.33,2024-12-30 03:24:11
PAY34249,ORD16327,Debit Card,48.46,2024-11-17 07:25:25
PAY34250,ORD18464,Credit Card,31.33,2024-07-17 23:39:28
PAY34251,ORD42444,Net Banking,31.35,2025-02-26 16:25:32
PAY34252,ORD59565,Credit Card,28.42,2025-06-07 14:54:18
PAY34253,ORD29134,Cash,40.26,2025-03-24 19:15:25
PAY34254,ORD34318,Debit Card,14.79,2025-05-12 18:05:57
PAY34255,ORD31926,UPI,16.2,2024-07-28 21:28:07
PAY34256,ORD56475,Cash,7.33,2025-02-20 03:28:20
PAY34257,ORD52317,Credit Card,23.19,2024-11-19 17:26:12
PAY34258,ORD46876,UPI,9.29,2024-10-08 11:54:58
PAY34259,ORD33998,Cash,35.06,2024-07-01 11:07:07
PAY34260,ORD28480,Net Banking,29.09,2025-05-23 18:45:32
PAY34261,ORD33759,Debit Card,37.83,2025-02-03 10:16:07
PAY34262,ORD31144,Cash,35.01,2024-09-24 12:05:15
PAY34263,ORD57500,Cash,35.94,2024-07-19 02:50:00
PAY34264,ORD33900,Credit Card,33.71,2024-07-19 05:20:03
PAY34265,ORD29126,Debit Card,41.79,2024-11-22 00:26:48
PAY34266,ORD54880,UPI,6.26,2024-07-10 01:26:54
PAY34267,ORD19843,Net Banking,7.35,2025-01-23 17:17:17
PAY34268,ORD52641,Cash,17.0,2024-07-05 23:46:57
PAY34269,ORD15447,UPI,35.04,2025-05-15 09:17:53
PAY34270,ORD15088,Cash,32.82,2024-12-02 23:42:46
PAY34271,ORD48666,Net Banking,41.78,2025-01-24 10:40:44
PAY34272,ORD47758,Cash,7.52,2025-04-26 21:33:01
PAY34273,ORD30034,UPI,15.87,2024-07-21 17:15:29
PAY34274,ORD46528,Debit Card,32.51,2025-01-19 09:04:21
PAY34275,ORD35178,Debit Card,24.04,2024-12-15 22:56:22
PAY34276,ORD23835,Debit Card,20.19,2024-10-05 19:02:32
PAY34277,ORD26668,UPI,6.2,2025-02-09 07:57:18
PAY34278,ORD20189,Credit Card,7.25,2025-02-19 04:41:15
PAY34279,ORD30250,Credit Card,47.35,2025-03-09 13:07:41
PAY34280,ORD49717,Cash,14.78,2025-04-27 06:27:57
PAY34281,ORD27148,UPI,6.67,2024-12-29 11:56:20
PAY34282,ORD49525,Debit Card,18.81,2025-05-13 01:42:48
PAY34283,ORD12181,Net Banking,29.99,2025-04-27 21:22:46
PAY34284,ORD45213,Credit Card,40.88,2024-09-23 05:33:55
PAY34285,ORD16719,Cash,10.49,2024-11-17 01:28:04
PAY34286,ORD25369,UPI,32.32,2025-04-16 01:42:11
PAY34287,ORD47319,UPI,12.83,2025-06-09 13:44:20
PAY34288,ORD39616,Net Banking,43.77,2025-05-15 20:58:19
PAY34289,ORD14044,Net Banking,40.92,2025-01-20 13:23:14
PAY34290,ORD52421,Credit Card,33.35,2025-03-17 21:42:09
PAY34291,ORD19298,Net Banking,21.52,2024-07-15 22:37:32
PAY34292,ORD20575,UPI,36.4,2024-10-11 03:46:30
PAY34293,ORD55254,Cash,40.52,2024-10-21 03:08:45
PAY34294,ORD19352,Debit Card,48.65,2024-09-04 17:35:57
PAY34295,ORD23546,Net Banking,5.3,2024-09-08 22:28:40
PAY34296,ORD48354,Cash,30.95,2024-12-11 07:53:35
PAY34297,ORD57230,Cash,22.22,2025-01-24 15:39:01
PAY34298,ORD28499,UPI,18.68,2025-03-17 01:20:14
PAY34299,ORD27523,Cash,9.16,2025-05-23 03:18:25
PAY34300,ORD56661,UPI,40.64,2025-04-19 08:52:00
PAY34301,ORD26514,Net Banking,17.33,2025-06-19 16:27:12
PAY34302,ORD51695,Debit Card,20.67,2025-06-08 06:11:33
PAY34303,ORD18035,Credit Card,25.29,2025-01-11 20:13:03
PAY34304,ORD53293,Net Banking,49.08,2024-09-21 15:56:35
PAY34305,ORD36152,UPI,44.15,2025-06-09 15:42:46
PAY34306,ORD20868,Net Banking,12.94,2024-08-09 05:39:24
PAY34307,ORD31780,Credit Card,30.01,2025-03-16 12:29:26
PAY34308,ORD57371,Cash,36.2,2025-01-09 19:50:21
PAY34309,ORD23281,UPI,46.52,2024-11-02 13:04:24
PAY34310,ORD35171,Net Banking,26.06,2025-01-15 12:13:04
PAY34311,ORD48972,Cash,33.06,2025-01-29 01:10:27
PAY34312,ORD34621,Net Banking,40.7,2025-01-01 19:50:48
PAY34313,ORD54782,Debit Card,15.63,2024-09-02 15:57:10
PAY34314,ORD52511,Cash,39.26,2024-12-03 01:51:36
PAY34315,ORD44044,UPI,22.48,2024-12-11 00:07:59
PAY34316,ORD10119,Debit Card,25.32,2025-04-29 03:04:16
PAY34317,ORD28415,UPI,12.75,2024-12-02 22:26:08
PAY34318,ORD10327,Credit Card,24.38,2024-08-30 12:39:03
PAY34319,ORD25739,Credit Card,33.59,2025-02-21 10:37:01
PAY34320,ORD52905,UPI,39.47,2024-07-23 18:48:32
PAY34321,ORD52826,Credit Card,30.74,2024-09-25 21:35:43
PAY34322,ORD44222,Credit Card,14.24,2024-10-25 23:32:40
PAY34323,ORD55736,UPI,35.14,2024-12-14 04:49:06
PAY34324,ORD39189,Debit Card,49.3,2025-06-29 01:45:34
PAY34325,ORD26478,Net Banking,17.98,2024-07-04 23:46:22
PAY34326,ORD55377,Credit Card,44.56,2025-03-07 13:31:16
PAY34327,ORD35101,Cash,9.26,2024-09-08 11:05:23
PAY34328,ORD50432,Debit Card,36.66,2025-05-19 09:31:07
PAY34329,ORD36814,Credit Card,14.6,2024-10-26 18:07:34
PAY34330,ORD39260,Cash,18.05,2024-12-07 02:18:03
PAY34331,ORD40601,Net Banking,6.74,2025-03-24 10:33:51
PAY34332,ORD13872,UPI,13.58,2025-02-18 06:52:41
PAY34333,ORD28601,Net Banking,40.2,2024-09-27 20:10:11
PAY34334,ORD32294,Credit Card,11.24,2024-12-25 23:59:09
PAY34335,ORD23964,Cash,6.23,2024-08-10 01:58:03
PAY34336,ORD13674,Net Banking,10.06,2024-08-26 03:49:57
PAY34337,ORD15413,Debit Card,21.5,2025-06-04 15:43:54
PAY34338,ORD31143,Net Banking,36.93,2024-12-23 18:34:11
PAY34339,ORD48024,UPI,36.94,2024-07-12 12:30:23
PAY34340,ORD27142,Credit Card,35.08,2024-11-01 03:59:55
PAY34341,ORD14485,Cash,40.79,2025-04-12 21:03:59
PAY34342,ORD34668,UPI,16.73,2024-09-26 06:00:08
PAY34343,ORD21898,Credit Card,20.52,2025-01-14 16:23:40
PAY34344,ORD14113,Debit Card,13.22,2025-02-17 18:28:25
PAY34345,ORD45056,Debit Card,18.62,2024-07-03 18:49:31
PAY34346,ORD31901,Credit Card,8.35,2024-10-15 12:23:38
PAY34347,ORD59890,Cash,38.97,2024-11-05 14:58:03
PAY34348,ORD45792,Net Banking,34.61,2024-10-09 17:36:40
PAY34349,ORD27756,Cash,39.12,2024-12-10 19:36:47
PAY34350,ORD18203,Debit Card,23.89,2025-05-02 09:35:22
PAY34351,ORD52694,Cash,40.03,2024-08-08 14:33:29
PAY34352,ORD34544,Debit Card,39.25,2024-12-16 21:18:49
PAY34353,ORD18526,Cash,43.43,2025-01-19 09:13:18
PAY34354,ORD27145,Debit Card,41.65,2025-02-11 07:18:08
PAY34355,ORD32348,Net Banking,31.97,2024-11-14 19:59:00
PAY34356,ORD20060,Net Banking,13.54,2025-03-06 19:23:30
PAY34357,ORD32904,UPI,33.49,2024-07-03 05:38:20
PAY34358,ORD38647,Net Banking,13.46,2024-10-02 14:27:53
PAY34359,ORD32198,UPI,24.5,2025-01-15 16:53:16
PAY34360,ORD29250,Cash,35.93,2024-12-14 10:10:53
PAY34361,ORD25189,Debit Card,49.33,2024-10-04 05:13:24
PAY34362,ORD38389,Net Banking,29.87,2025-03-25 09:36:15
PAY34363,ORD24168,Net Banking,25.61,2024-12-26 10:51:42
PAY34364,ORD54610,Debit Card,30.94,2024-07-06 09:42:49
PAY34365,ORD41560,Debit Card,40.64,2024-09-24 21:30:15
PAY34366,ORD30072,Credit Card,49.61,2025-04-06 12:00:07
PAY34367,ORD20127,Credit Card,23.1,2024-12-09 09:21:19
PAY34368,ORD53071,UPI,45.21,2024-12-01 20:41:50
PAY34369,ORD15510,Net Banking,35.62,2025-03-11 18:13:13
PAY34370,ORD22190,Net Banking,20.36,2024-08-13 06:20:35
PAY34371,ORD35972,Cash,45.18,2025-04-10 18:45:19
PAY34372,ORD27962,UPI,22.59,2024-09-20 03:05:42
PAY34373,ORD56774,UPI,44.21,2024-12-24 21:06:31
PAY34374,ORD30305,Debit Card,11.59,2025-06-01 18:12:08
PAY34375,ORD24108,Credit Card,37.19,2025-01-19 00:15:59
PAY34376,ORD49112,Credit Card,6.39,2024-10-01 10:33:07
PAY34377,ORD36568,Cash,23.44,2024-11-25 17:05:13
PAY34378,ORD39785,Debit Card,30.66,2025-06-14 19:56:56
PAY34379,ORD19550,Debit Card,16.56,2025-02-12 08:10:29
PAY34380,ORD20469,Net Banking,15.96,2024-11-09 19:28:55
PAY34381,ORD39838,Debit Card,48.17,2025-06-07 02:10:10
PAY34382,ORD18162,Credit Card,45.35,2024-10-11 02:55:00
PAY34383,ORD39261,Debit Card,23.84,2024-09-21 13:11:36
PAY34384,ORD18045,UPI,20.68,2025-03-12 02:38:53
PAY34385,ORD14669,Net Banking,5.37,2024-12-10 15:43:07
PAY34386,ORD53505,Net Banking,49.45,2024-11-01 20:00:25
PAY34387,ORD23148,Debit Card,18.92,2025-05-18 14:19:29
PAY34388,ORD34009,Credit Card,17.42,2025-04-19 08:11:52
PAY34389,ORD34663,Cash,48.19,2025-02-03 17:16:09
PAY34390,ORD29488,UPI,28.85,2024-10-23 14:45:08
PAY34391,ORD29369,Net Banking,39.86,2025-03-11 23:17:20
PAY34392,ORD32586,Debit Card,15.73,2024-12-11 12:09:52
PAY34393,ORD19085,Credit Card,27.82,2024-07-10 15:02:36
PAY34394,ORD41932,Debit Card,20.84,2024-08-16 07:38:43
PAY34395,ORD37270,Debit Card,35.79,2024-08-22 23:22:52
PAY34396,ORD14613,UPI,9.43,2024-10-01 07:34:14
PAY34397,ORD45515,Net Banking,14.81,2024-08-10 07:39:40
PAY34398,ORD32598,UPI,25.82,2024-11-03 14:00:33
PAY34399,ORD34234,Credit Card,34.18,2025-06-08 09:12:11
PAY34400,ORD41418,Credit Card,23.08,2025-02-15 20:06:53
PAY34401,ORD41326,Debit Card,30.35,2024-09-27 14:51:05
PAY34402,ORD51270,Net Banking,48.67,2025-01-30 15:19:23
PAY34403,ORD37148,Credit Card,5.8,2024-07-08 00:16:51
PAY34404,ORD35172,Debit Card,17.25,2025-02-03 23:07:35
PAY34405,ORD33552,Credit Card,27.41,2025-03-09 03:45:55
PAY34406,ORD32695,UPI,46.48,2024-08-04 12:23:24
PAY34407,ORD46636,Cash,18.09,2024-12-15 18:59:02
PAY34408,ORD26570,UPI,21.45,2025-01-07 14:39:40
PAY34409,ORD22198,Net Banking,19.76,2025-02-25 12:19:57
PAY34410,ORD40650,Credit Card,13.66,2025-03-02 19:48:55
PAY34411,ORD56594,Credit Card,37.75,2024-09-02 18:14:59
PAY34412,ORD39978,Debit Card,17.36,2024-12-03 00:17:13
PAY34413,ORD33033,Cash,46.92,2025-04-19 22:33:49
PAY34414,ORD38238,Cash,40.92,2025-05-12 07:26:52
PAY34415,ORD42417,Net Banking,41.86,2024-10-02 13:49:22
PAY34416,ORD21343,Debit Card,9.85,2025-02-04 16:55:25
PAY34417,ORD18738,Net Banking,44.99,2025-05-27 20:31:45
PAY34418,ORD59047,Credit Card,10.54,2025-06-04 06:40:22
PAY34419,ORD58817,UPI,38.36,2025-06-11 14:05:27
PAY34420,ORD17937,Cash,42.59,2024-10-14 07:54:01
PAY34421,ORD15859,Net Banking,18.02,2025-04-13 08:06:47
PAY34422,ORD17890,Cash,32.04,2025-04-13 05:21:44
PAY34423,ORD49489,Credit Card,7.16,2025-04-20 15:19:20
PAY34424,ORD47996,Credit Card,27.77,2024-12-17 08:12:32
PAY34425,ORD23034,Credit Card,46.59,2025-05-18 00:08:25
PAY34426,ORD20851,UPI,46.62,2025-02-15 08:45:10
PAY34427,ORD22739,Debit Card,8.57,2024-12-24 09:01:02
PAY34428,ORD40726,Net Banking,16.83,2025-03-17 19:54:39
PAY34429,ORD25452,Cash,41.78,2025-01-04 18:08:05
PAY34430,ORD13524,Debit Card,20.87,2024-11-05 22:57:59
PAY34431,ORD46370,Net Banking,45.16,2025-06-24 15:53:52
PAY34432,ORD16550,Net Banking,34.53,2024-12-31 05:11:27
PAY34433,ORD40219,Debit Card,31.35,2024-07-29 19:50:14
PAY34434,ORD34518,Cash,19.18,2024-06-30 04:35:26
PAY34435,ORD27967,Credit Card,28.7,2024-10-28 07:07:13
PAY34436,ORD17896,Cash,33.61,2024-08-12 20:42:25
PAY34437,ORD41308,Credit Card,42.82,2025-01-22 08:47:42
PAY34438,ORD47669,Net Banking,42.16,2024-10-08 06:58:42
PAY34439,ORD18310,Cash,17.39,2024-10-06 12:08:40
PAY34440,ORD13890,Credit Card,49.04,2024-08-01 10:17:24
PAY34441,ORD55285,Credit Card,9.46,2025-01-16 18:53:45
PAY34442,ORD25481,Credit Card,27.33,2025-03-14 02:16:46
PAY34443,ORD20395,Debit Card,43.91,2024-12-17 06:34:11
PAY34444,ORD22615,Debit Card,26.93,2024-07-14 00:54:17
PAY34445,ORD56877,Credit Card,43.52,2025-06-10 03:13:59
PAY34446,ORD13397,Cash,25.25,2025-01-09 01:02:13
PAY34447,ORD55349,Cash,46.59,2025-06-26 04:15:10
PAY34448,ORD31504,Net Banking,21.31,2024-08-23 05:55:57
PAY34449,ORD12454,UPI,32.9,2024-11-03 06:50:56
PAY34450,ORD49290,UPI,35.21,2025-06-21 01:13:16
PAY34451,ORD16373,Net Banking,14.58,2024-08-01 15:24:45
PAY34452,ORD40836,Cash,47.54,2024-11-19 06:00:11
PAY34453,ORD28498,Net Banking,30.51,2024-08-10 12:13:24
PAY34454,ORD40533,Net Banking,17.1,2024-12-01 00:32:09
PAY34455,ORD52169,UPI,48.16,2024-09-03 18:09:09
PAY34456,ORD36472,Credit Card,32.23,2025-01-14 20:33:35
PAY34457,ORD55435,Debit Card,8.24,2025-06-28 16:05:58
PAY34458,ORD30811,Debit Card,42.55,2025-06-04 08:56:28
PAY34459,ORD45394,Cash,40.44,2025-01-31 16:49:11
PAY34460,ORD39867,UPI,49.98,2025-04-24 12:06:16
PAY34461,ORD53544,Debit Card,30.46,2025-02-26 05:47:25
PAY34462,ORD17682,Debit Card,45.43,2025-01-03 09:17:46
PAY34463,ORD47539,Cash,23.48,2025-06-20 21:37:01
PAY34464,ORD18811,Net Banking,43.05,2024-08-21 19:57:18
PAY34465,ORD51580,Net Banking,8.33,2025-05-29 13:10:10
PAY34466,ORD18481,Net Banking,31.53,2025-04-05 19:18:40
PAY34467,ORD55079,Cash,9.54,2025-06-12 23:07:49
PAY34468,ORD58692,Cash,10.86,2024-10-02 14:11:54
PAY34469,ORD56155,Debit Card,14.45,2025-01-25 09:08:55
PAY34470,ORD52331,Cash,13.45,2025-02-17 15:43:48
PAY34471,ORD14714,Cash,11.31,2024-12-13 01:20:16
PAY34472,ORD14834,Net Banking,8.88,2025-06-01 18:47:06
PAY34473,ORD34380,UPI,25.5,2025-01-31 10:37:06
PAY34474,ORD51533,Credit Card,15.51,2024-07-27 15:24:46
PAY34475,ORD50783,Net Banking,11.94,2024-11-18 16:11:14
PAY34476,ORD20132,UPI,7.33,2025-03-09 19:45:53
PAY34477,ORD14979,Net Banking,23.82,2024-12-27 01:36:21
PAY34478,ORD44207,Debit Card,41.63,2024-08-04 06:49:40
PAY34479,ORD44908,UPI,42.28,2025-03-25 19:37:51
PAY34480,ORD50994,Cash,21.2,2024-11-20 17:33:50
PAY34481,ORD13050,Debit Card,9.5,2024-07-24 19:56:24
PAY34482,ORD21921,Debit Card,6.25,2025-05-11 09:37:14
PAY34483,ORD27429,Net Banking,42.68,2025-01-11 06:09:23
PAY34484,ORD42709,Cash,37.99,2025-06-21 00:08:30
PAY34485,ORD58528,UPI,43.38,2025-06-07 19:09:37
PAY34486,ORD39693,Net Banking,25.37,2025-01-27 16:30:02
PAY34487,ORD36543,Cash,34.06,2024-08-26 07:12:01
PAY34488,ORD53660,Credit Card,24.32,2024-08-29 23:21:11
PAY34489,ORD24706,Cash,34.25,2025-01-21 21:26:55
PAY34490,ORD35967,UPI,22.15,2025-05-08 00:17:50
PAY34491,ORD44712,Debit Card,32.03,2024-09-06 15:38:53
PAY34492,ORD46214,Debit Card,6.5,2024-08-26 03:23:14
PAY34493,ORD17572,Net Banking,25.53,2025-02-13 00:12:41
PAY34494,ORD47463,Net Banking,16.22,2025-03-17 11:42:30
PAY34495,ORD50859,Cash,30.71,2025-03-11 10:12:01
PAY34496,ORD18204,Debit Card,36.67,2025-03-23 08:55:24
PAY34497,ORD19660,Debit Card,21.42,2025-04-27 05:44:20
PAY34498,ORD50615,UPI,25.46,2025-04-25 10:29:46
PAY34499,ORD42759,Net Banking,46.2,2024-07-19 13:38:40
PAY34500,ORD47463,Cash,20.15,2025-04-26 20:35:53
PAY34501,ORD44764,UPI,32.21,2024-08-28 06:40:54
PAY34502,ORD23143,Credit Card,35.53,2024-12-03 23:55:32
PAY34503,ORD21356,Cash,30.18,2025-06-17 16:42:48
PAY34504,ORD10301,Credit Card,39.18,2025-03-04 02:17:25
PAY34505,ORD26300,Debit Card,12.3,2024-09-19 22:15:36
PAY34506,ORD20829,Debit Card,19.78,2024-07-25 13:28:41
PAY34507,ORD58984,UPI,45.31,2024-08-21 04:23:53
PAY34508,ORD42135,Net Banking,27.75,2025-05-11 04:45:23
PAY34509,ORD50475,Net Banking,38.83,2024-11-17 09:52:21
PAY34510,ORD17390,Debit Card,23.62,2025-05-13 17:13:39
PAY34511,ORD30712,UPI,33.45,2024-08-30 19:15:54
