order_id,customer_id,restaurant_id,order_date,delivery_time_min
ORD25471,CUST16250,REST1848,2024-12-04 06:12,23
ORD25472,CUST1162,REST1118,2025-06-23 12:10,50
ORD25473,CUST18854,REST692,2024-12-21 16:52,30
ORD25474,CUST10158,REST1254,2024-11-11 15:56,84
ORD25475,CUST2711,REST1096,2025-06-20 13:34,41
ORD25476,CUST16090,REST1652,2025-02-11 14:48,89
ORD25477,CUST9870,REST1898,2024-11-29 10:21,33
ORD25478,CUST2123,REST1644,2025-05-04 13:49,89
ORD25479,CUST16959,REST1226,2025-05-02 21:49,35
ORD25480,CUST20605,REST1121,2024-08-19 23:09,35
ORD25481,CUST7636,REST1718,2025-03-29 07:38,58
ORD25482,CUST6796,REST1980,2024-08-23 21:18,88
ORD25483,CUST3821,REST869,2024-10-31 05:18,25
ORD25484,CUST1328,REST299,2025-03-07 18:52,39
ORD25485,CUST6365,REST1582,2024-07-09 05:56,69
ORD25486,CUST13231,REST1872,2024-08-25 13:22,78
ORD25487,CUST8984,REST1836,2025-05-12 13:45,76
ORD25488,CUST17232,REST1557,2025-06-11 07:29,72
ORD25489,CUST17393,REST219,2025-04-12 06:21,61
ORD25490,CUST5451,REST342,2025-06-09 06:20,50
ORD25491,CUST2970,REST1929,2024-09-04 11:02,28
ORD25492,CUST13876,REST1970,2025-03-07 04:07,22
ORD25493,CUST16222,REST1393,2025-06-06 12:29,86
ORD25494,CUST16627,REST709,2025-04-11 00:16,32
ORD25495,CUST6920,REST2087,2024-12-12 10:12,43
ORD25496,CUST19813,REST1274,2024-12-12 22:02,36
ORD25497,CUST17740,REST590,2025-02-25 04:45,48
ORD25498,CUST17537,REST572,2024-07-29 18:30,86
ORD25499,CUST2190,REST1549,2025-02-07 18:29,42
ORD25500,CUST8585,REST546,2025-03-16 01:33,28
ORD25501,CUST4772,REST1342,2024-11-28 18:49,60
ORD25502,CUST17776,REST1347,2025-04-18 03:04,26
ORD25503,CUST3166,REST1706,2025-04-01 07:51,31
ORD25504,CUST19400,REST197,2025-01-20 05:00,25
ORD25505,CUST16595,REST803,2024-10-25 11:19,31
ORD25506,CUST14487,REST1651,2024-07-11 08:01,63
ORD25507,CUST10160,REST469,2025-01-22 02:43,28
ORD25508,CUST19831,REST621,2025-04-06 08:47,59
ORD25509,CUST18740,REST1554,2025-05-19 08:16,46
ORD25510,CUST5962,REST995,2025-06-18 18:32,37
ORD25511,CUST15972,REST734,2025-04-18 13:58,72
ORD25512,CUST15915,REST1423,2024-10-21 14:24,83
ORD25513,CUST13524,REST1273,2025-03-16 11:24,77
ORD25514,CUST4715,REST497,2024-09-28 09:39,24
ORD25515,CUST2155,REST204,2025-02-06 09:15,62
ORD25516,CUST8509,REST1814,2025-03-17 23:50,51
ORD25517,CUST13458,REST1198,2025-04-30 09:07,50
ORD25518,CUST18061,REST1219,2025-02-13 15:21,73
ORD25519,CUST16830,REST438,2024-09-03 03:47,46
ORD25520,CUST6262,REST1215,2024-08-31 18:09,46
ORD25521,CUST7734,REST1889,2025-01-01 09:16,55
ORD25522,CUST16766,REST288,2025-04-10 04:28,47
ORD25523,CUST14515,REST967,2025-03-17 14:17,45
ORD25524,CUST20648,REST381,2025-02-23 03:36,62
ORD25525,CUST9471,REST1754,2025-01-05 21:54,53
ORD25526,CUST5038,REST503,2025-04-22 18:07,37
ORD25527,CUST13256,REST273,2024-10-08 10:12,84
ORD25528,CUST1139,REST1374,2025-04-01 09:52,36
ORD25529,CUST14721,REST421,2025-06-07 18:53,63
ORD25530,CUST6180,REST1007,2025-03-10 06:36,66
ORD25531,CUST11518,REST384,2024-07-01 23:16,65
ORD25532,CUST3601,REST1827,2025-02-15 12:27,24
ORD25533,CUST20862,REST110,2025-04-14 20:54,64
ORD25534,CUST15834,REST826,2024-08-15 22:58,46
ORD25535,CUST16937,REST1854,2024-09-15 15:25,28
ORD25536,CUST7320,REST261,2024-11-07 01:05,39
ORD25537,CUST17180,REST856,2024-07-09 12:22,22
ORD25538,CUST7689,REST369,2025-03-21 23:16,70
ORD25539,CUST8515,REST2071,2024-10-09 15:34,42
ORD25540,CUST3274,REST1702,2025-01-17 21:36,85
ORD25541,CUST16214,REST1812,2025-05-05 19:41,87
ORD25542,CUST11783,REST597,2024-07-23 14:47,87
ORD25543,CUST10215,REST1340,2025-02-08 16:38,65
ORD25544,CUST1182,REST1989,2025-03-21 19:35,64
ORD25545,CUST19326,REST1493,2024-11-29 02:33,20
ORD25546,CUST9112,REST522,2025-06-02 13:21,49
ORD25547,CUST13019,REST329,2024-09-12 14:14,37
ORD25548,CUST19844,REST634,2024-08-23 23:57,77
ORD25549,CUST3612,REST678,2025-06-05 04:28,72
ORD25550,CUST4644,REST1512,2025-02-17 22:47,39
ORD25551,CUST18361,REST2035,2024-09-10 11:06,37
ORD25552,CUST18531,REST1459,2024-12-21 07:08,45
ORD25553,CUST2172,REST618,2025-01-30 09:31,67
ORD25554,CUST3089,REST2000,2025-06-08 11:42,73
ORD25555,CUST2429,REST922,2025-02-05 23:27,35
ORD25556,CUST15653,REST708,2024-11-23 13:04,81
ORD25557,CUST7346,REST1635,2025-06-12 14:26,52
ORD25558,CUST6391,REST1260,2025-01-27 21:05,38
ORD25559,CUST7281,REST1710,2024-08-14 21:33,87
ORD25560,CUST1961,REST1248,2025-01-24 16:46,76
ORD25561,CUST16941,REST394,2025-04-17 11:39,22
ORD25562,CUST19113,REST504,2024-07-26 17:53,56
ORD25563,CUST17972,REST489,2024-09-09 12:32,86
ORD25564,CUST11852,REST1847,2025-05-12 06:52,88
ORD25565,CUST8921,REST1199,2024-11-13 02:07,72
ORD25566,CUST9617,REST133,2024-10-08 14:12,35
ORD25567,CUST11835,REST538,2025-03-20 07:37,45
ORD25568,CUST10868,REST1911,2025-01-05 12:38,89
ORD25569,CUST18517,REST1525,2024-07-11 20:41,25
ORD25570,CUST11384,REST1407,2025-03-16 00:27,21
ORD25571,CUST18552,REST295,2024-10-12 06:01,90
ORD25572,CUST2783,REST1798,2024-11-16 14:37,88
ORD25573,CUST12661,REST536,2025-03-08 13:56,70
ORD25574,CUST9750,REST179,2024-07-06 21:10,36
ORD25575,CUST4906,REST577,2025-02-05 03:38,20
ORD25576,CUST19445,REST1725,2024-08-30 18:44,75
ORD25577,CUST8865,REST982,2024-07-23 09:06,39
ORD25578,CUST17808,REST1814,2025-06-13 18:43,21
ORD25579,CUST19306,REST1323,2025-02-14 20:32,21
ORD25580,CUST1624,REST154,2024-09-30 20:27,73
ORD25581,CUST14473,REST137,2025-05-17 17:17,40
ORD25582,CUST12348,REST512,2025-02-25 21:11,44
ORD25583,CUST14948,REST1429,2025-03-09 03:26,55
ORD25584,CUST19881,REST825,2025-01-10 07:58,48
ORD25585,CUST7959,REST1376,2024-11-16 08:11,33
ORD25586,CUST18662,REST126,2024-08-15 18:19,57
ORD25587,CUST13454,REST772,2025-02-14 18:29,32
ORD25588,CUST12775,REST1905,2025-02-17 01:44,50
ORD25589,CUST7739,REST1839,2025-04-11 15:38,24
ORD25590,CUST16221,REST1135,2025-05-04 11:58,81
ORD25591,CUST7352,REST780,2025-06-12 06:47,84
ORD25592,CUST19216,REST242,2025-01-15 21:43,59
ORD25593,CUST3429,REST820,2025-01-11 02:37,80
ORD25594,CUST8776,REST1024,2025-01-08 22:48,53
ORD25595,CUST9715,REST300,2024-08-11 02:43,73
ORD25596,CUST5654,REST942,2025-05-10 02:31,77
ORD25597,CUST11528,REST216,2024-11-08 11:31,21
ORD25598,CUST16132,REST769,2025-03-29 17:50,52
ORD25599,CUST19122,REST757,2024-07-02 10:13,65
ORD25600,CUST16716,REST912,2025-05-13 19:25,54
ORD25601,CUST19528,REST1171,2025-06-09 22:06,79
ORD25602,CUST14942,REST995,2024-11-06 12:05,73
ORD25603,CUST16072,REST1178,2024-08-14 08:45,71
ORD25604,CUST13138,REST184,2024-08-22 13:35,23
ORD25605,CUST1525,REST844,2024-12-20 06:38,63
ORD25606,CUST19893,REST1220,2025-01-03 18:05,44
ORD25607,CUST11838,REST2058,2025-01-19 16:18,63
ORD25608,CUST14119,REST613,2024-10-26 06:05,87
ORD25609,CUST3763,REST1954,2025-04-26 00:24,82
ORD25610,CUST8066,REST897,2025-05-27 12:57,36
ORD25611,CUST18096,REST2068,2024-11-11 09:47,20
ORD25612,CUST19907,REST389,2024-08-10 19:25,89
ORD25613,CUST10920,REST1408,2025-03-26 19:38,27
ORD25614,CUST4352,REST635,2024-07-10 03:58,36
ORD25615,CUST9709,REST526,2025-03-12 07:32,40
ORD25616,CUST20414,REST2045,2024-09-16 10:02,37
ORD25617,CUST3818,REST1932,2025-03-19 01:58,61
ORD25618,CUST6662,REST1988,2025-06-24 15:27,45
ORD25619,CUST6380,REST309,2025-06-24 21:13,60
ORD25620,CUST19064,REST1190,2025-04-01 11:12,84
ORD25621,CUST9255,REST2032,2025-06-28 18:49,78
ORD25622,CUST10042,REST1109,2024-08-16 07:12,81
ORD25623,CUST6804,REST649,2024-10-10 05:50,74
ORD25624,CUST1303,REST213,2024-06-29 09:10,78
ORD25625,CUST2773,REST183,2025-03-18 08:06,74
ORD25626,CUST6493,REST389,2024-11-25 23:28,71
ORD25627,CUST20202,REST2049,2025-02-17 11:36,70
ORD25628,CUST8968,REST561,2024-12-28 10:59,35
ORD25629,CUST12735,REST1730,2024-12-28 03:46,44
ORD25630,CUST9546,REST1689,2024-09-05 03:57,29
ORD25631,CUST9153,REST1853,2025-01-17 17:01,64
ORD25632,CUST10027,REST215,2025-02-25 08:02,55
ORD25633,CUST10476,REST2086,2025-06-10 08:01,52
ORD25634,CUST10115,REST827,2024-07-21 00:06,21
ORD25635,CUST15529,REST1452,2024-09-07 21:10,38
ORD25636,CUST15802,REST824,2025-03-04 08:16,81
ORD25637,CUST1723,REST598,2025-04-21 17:55,53
ORD25638,CUST16872,REST114,2025-03-17 17:30,75
ORD25639,CUST17179,REST1603,2025-06-12 01:36,50
ORD25640,CUST9094,REST1164,2025-01-30 23:47,77
ORD25641,CUST9364,REST666,2025-01-25 15:29,30
ORD25642,CUST13426,REST990,2024-09-24 12:48,37
ORD25643,CUST7279,REST1415,2025-04-30 06:45,59
ORD25644,CUST12954,REST1604,2025-01-20 12:18,40
ORD25645,CUST5520,REST121,2024-08-22 11:23,69
ORD25646,CUST3606,REST115,2025-05-06 11:02,62
ORD25647,CUST12642,REST783,2025-03-13 12:02,55
ORD25648,CUST19623,REST1049,2025-04-29 13:36,66
ORD25649,CUST15528,REST2024,2025-05-10 15:13,39
ORD25650,CUST11798,REST192,2025-05-26 22:37,46
ORD25651,CUST15832,REST1454,2024-07-19 05:20,34
ORD25652,CUST8513,REST177,2024-07-10 13:28,50
ORD25653,CUST7353,REST471,2025-03-07 23:51,44
ORD25654,CUST1235,REST655,2024-09-10 22:56,30
ORD25655,CUST1990,REST1591,2024-08-30 13:38,35
ORD25656,CUST6072,REST1135,2024-11-22 19:36,38
ORD25657,CUST1680,REST1146,2025-03-17 07:53,47
ORD25658,CUST12793,REST699,2024-07-26 17:37,27
ORD25659,CUST18088,REST659,2025-05-14 09:23,34
ORD25660,CUST12137,REST1568,2024-08-05 13:41,23
ORD25661,CUST5875,REST806,2025-06-13 09:36,24
ORD25662,CUST4217,REST1930,2025-03-12 08:22,67
ORD25663,CUST11774,REST1454,2024-09-03 01:32,78
ORD25664,CUST10956,REST2044,2025-02-08 21:27,39
ORD25665,CUST14958,REST1050,2024-12-07 03:04,20
ORD25666,CUST10275,REST755,2024-12-17 00:56,51
ORD25667,CUST20400,REST729,2024-07-01 19:58,23
ORD25668,CUST18651,REST1520,2025-06-25 21:51,41
ORD25669,CUST18925,REST1856,2024-09-04 06:46,88
ORD25670,CUST13939,REST1114,2024-10-10 22:59,32
ORD25671,CUST7248,REST117,2024-09-21 10:17,58
ORD25672,CUST14685,REST102,2025-03-08 10:06,35
ORD25673,CUST6276,REST1776,2025-05-06 09:08,40
ORD25674,CUST19794,REST171,2024-08-11 18:52,40
ORD25675,CUST4251,REST1510,2024-11-04 05:21,40
ORD25676,CUST18991,REST1614,2024-10-08 17:58,52
ORD25677,CUST18703,REST755,2025-01-29 02:47,52
ORD25678,CUST18815,REST2091,2025-01-10 19:41,66
ORD25679,CUST16576,REST1052,2025-06-26 22:28,29
ORD25680,CUST16423,REST299,2024-12-16 16:35,81
ORD25681,CUST12518,REST997,2025-06-12 06:29,31
ORD25682,CUST14437,REST1560,2025-01-11 18:01,43
ORD25683,CUST20964,REST1833,2025-04-04 19:40,38
ORD25684,CUST17524,REST297,2025-03-17 00:23,41
ORD25685,CUST20360,REST2078,2024-07-04 16:42,51
ORD25686,CUST20222,REST1342,2024-12-19 11:58,22
ORD25687,CUST2103,REST772,2025-05-29 05:46,85
ORD25688,CUST13420,REST1054,2024-10-31 19:23,25
ORD25689,CUST14224,REST371,2025-01-02 16:28,90
ORD25690,CUST1864,REST1675,2024-12-20 08:37,55
ORD25691,CUST18063,REST251,2024-08-26 13:01,27
ORD25692,CUST19747,REST120,2025-01-16 22:24,69
ORD25693,CUST14579,REST214,2024-07-22 19:07,75
ORD25694,CUST16256,REST2039,2025-06-20 19:48,48
ORD25695,CUST19493,REST421,2025-01-12 16:29,60
ORD25696,CUST2449,REST1578,2024-09-16 01:25,48
ORD25697,CUST12734,REST1810,2025-02-06 11:38,45
ORD25698,CUST3707,REST1998,2025-05-16 21:45,56
ORD25699,CUST15320,REST1089,2025-04-02 07:43,81
ORD25700,CUST14675,REST722,2024-07-06 16:47,53
ORD25701,CUST5705,REST1246,2025-04-08 14:26,30
ORD25702,CUST16224,REST1646,2024-07-07 22:09,39
ORD25703,CUST2427,REST1846,2025-05-06 23:32,41
ORD25704,CUST1770,REST787,2025-02-20 06:47,66
ORD25705,CUST8452,REST524,2024-07-09 19:47,67
ORD25706,CUST9953,REST1273,2024-07-22 17:28,38
ORD25707,CUST18417,REST1865,2024-10-03 09:29,25
ORD25708,CUST9539,REST2046,2025-03-04 04:25,20
ORD25709,CUST16984,REST596,2025-05-29 02:57,37
ORD25710,CUST14068,REST1876,2024-09-25 01:58,24
ORD25711,CUST9384,REST1779,2025-06-15 02:31,85
ORD25712,CUST10252,REST964,2025-04-24 04:16,42
ORD25713,CUST16020,REST903,2024-09-09 19:15,51
ORD25714,CUST1992,REST408,2025-05-29 02:31,54
ORD25715,CUST7365,REST690,2025-03-30 08:34,80
ORD25716,CUST10552,REST194,2025-06-27 03:47,80
ORD25717,CUST7874,REST671,2025-02-17 03:56,48
ORD25718,CUST14252,REST1385,2024-08-25 02:04,82
ORD25719,CUST13653,REST845,2025-02-05 20:13,56
ORD25720,CUST16145,REST2085,2025-02-19 18:39,71
ORD25721,CUST5665,REST1701,2024-10-24 12:49,39
ORD25722,CUST2010,REST946,2025-05-07 19:43,31
ORD25723,CUST19305,REST235,2024-08-20 23:16,82
ORD25724,CUST2123,REST359,2025-03-17 02:47,49
ORD25725,CUST17882,REST1755,2025-04-04 17:29,43
ORD25726,CUST3062,REST1694,2025-05-12 17:41,55
ORD25727,CUST17198,REST348,2025-06-24 15:22,53
ORD25728,CUST5096,REST645,2025-03-24 12:13,86
ORD25729,CUST7261,REST943,2024-07-15 16:02,42
ORD25730,CUST18872,REST919,2024-08-21 14:00,89
ORD25731,CUST20368,REST2077,2024-12-06 11:28,52
ORD25732,CUST8523,REST268,2025-04-13 11:16,57
ORD25733,CUST11967,REST1665,2025-03-17 06:11,52
ORD25734,CUST11909,REST669,2025-04-25 21:09,84
ORD25735,CUST18011,REST1132,2024-07-23 03:17,60
ORD25736,CUST16312,REST2017,2024-09-20 11:16,50
ORD25737,CUST14242,REST335,2025-02-23 08:56,20
ORD25738,CUST8537,REST262,2025-03-16 06:54,62
ORD25739,CUST17156,REST1901,2024-10-15 13:40,41
ORD25740,CUST18408,REST414,2025-06-01 15:34,84
ORD25741,CUST12004,REST484,2025-01-12 00:14,60
ORD25742,CUST10985,REST2047,2025-02-07 00:32,67
ORD25743,CUST14553,REST1773,2025-03-23 12:33,55
ORD25744,CUST10564,REST1846,2024-08-24 14:49,20
ORD25745,CUST8608,REST1608,2024-10-17 03:30,44
ORD25746,CUST3262,REST834,2025-02-13 14:43,43
ORD25747,CUST12214,REST1776,2025-04-06 06:23,31
ORD25748,CUST7755,REST726,2024-09-06 07:32,49
ORD25749,CUST7669,REST1876,2025-06-05 11:46,69
ORD25750,CUST4732,REST1228,2024-12-12 14:05,64
ORD25751,CUST14031,REST1909,2025-03-04 23:30,52
ORD25752,CUST3135,REST1018,2024-07-05 19:07,67
ORD25753,CUST8897,REST265,2024-08-11 04:17,68
ORD25754,CUST12505,REST1065,2025-03-02 13:19,85
ORD25755,CUST6212,REST1806,2025-03-15 17:17,36
ORD25756,CUST9907,REST429,2025-03-13 22:23,30
ORD25757,CUST8301,REST1697,2024-10-07 00:44,69
ORD25758,CUST16522,REST1345,2025-01-08 07:59,34
ORD25759,CUST1952,REST1284,2024-08-31 20:31,40
ORD25760,CUST2976,REST1970,2024-12-25 10:47,80
ORD25761,CUST14983,REST1993,2024-08-14 16:26,43
ORD25762,CUST20734,REST1393,2024-11-26 10:45,31
ORD25763,CUST16539,REST1909,2025-06-02 14:31,37
ORD25764,CUST8075,REST463,2024-11-29 04:11,77
ORD25765,CUST10777,REST419,2024-11-23 16:03,69
ORD25766,CUST7112,REST1997,2024-08-04 07:06,20
ORD25767,CUST16935,REST1117,2024-07-09 06:58,68
ORD25768,CUST2299,REST1790,2025-05-19 04:49,32
ORD25769,CUST19600,REST1122,2024-09-10 07:53,51
ORD25770,CUST5413,REST842,2025-06-18 17:35,26
ORD25771,CUST19544,REST935,2024-12-03 04:52,72
ORD25772,CUST3892,REST1944,2024-09-02 14:55,39
ORD25773,CUST11739,REST410,2024-11-15 16:58,90
ORD25774,CUST9734,REST1360,2024-11-13 00:06,30
ORD25775,CUST15925,REST1106,2025-01-06 01:52,41
ORD25776,CUST12323,REST992,2024-12-01 04:43,48
ORD25777,CUST13032,REST910,2025-04-17 05:44,60
ORD25778,CUST16929,REST832,2025-03-29 07:52,67
ORD25779,CUST15307,REST1783,2024-07-21 10:30,65
ORD25780,CUST4987,REST1617,2025-05-18 18:48,56
ORD25781,CUST9488,REST1127,2024-10-20 23:05,80
ORD25782,CUST4140,REST330,2024-12-18 05:24,55
ORD25783,CUST15545,REST1377,2025-05-13 18:58,57
ORD25784,CUST2045,REST418,2024-12-31 04:15,70
ORD25785,CUST10207,REST1552,2025-06-27 09:43,59
ORD25786,CUST14748,REST1627,2025-03-01 03:01,86
ORD25787,CUST6701,REST314,2025-03-21 03:55,51
ORD25788,CUST2388,REST1345,2024-11-01 02:46,52
ORD25789,CUST17403,REST822,2024-09-24 08:59,55
ORD25790,CUST3639,REST382,2025-04-18 05:17,64
ORD25791,CUST1736,REST484,2024-07-23 23:45,39
ORD25792,CUST5970,REST1740,2025-06-20 05:41,66
ORD25793,CUST5950,REST856,2024-11-14 02:43,22
ORD25794,CUST3393,REST1704,2024-12-29 10:12,38
ORD25795,CUST12464,REST1292,2024-08-27 01:21,35
ORD25796,CUST8308,REST863,2024-07-21 17:42,21
ORD25797,CUST17294,REST664,2024-06-30 14:56,88
ORD25798,CUST19306,REST2083,2024-11-17 02:44,68
ORD25799,CUST14093,REST431,2024-08-30 22:51,84
ORD25800,CUST10134,REST1522,2025-04-22 05:01,35
ORD25801,CUST5387,REST156,2024-08-19 06:07,61
ORD25802,CUST17370,REST1255,2024-07-12 06:46,29
ORD25803,CUST11688,REST1466,2024-09-22 14:41,49
ORD25804,CUST20982,REST1790,2024-09-28 12:57,52
ORD25805,CUST18905,REST1997,2024-12-22 21:34,23
ORD25806,CUST3565,REST604,2025-03-24 23:55,56
ORD25807,CUST8106,REST1091,2025-01-05 02:50,90
ORD25808,CUST10442,REST1188,2024-12-03 12:26,80
ORD25809,CUST6778,REST1772,2025-02-15 07:07,52
ORD25810,CUST17234,REST953,2024-12-24 22:36,82
ORD25811,CUST17273,REST133,2024-09-20 19:21,31
ORD25812,CUST1886,REST1317,2024-09-13 21:50,84
ORD25813,CUST8235,REST185,2025-01-10 01:25,87
ORD25814,CUST1558,REST816,2024-11-16 00:19,71
ORD25815,CUST9814,REST1734,2025-01-01 10:21,49
ORD25816,CUST13878,REST2086,2024-11-03 06:45,62
ORD25817,CUST6066,REST425,2025-04-09 16:15,22
ORD25818,CUST1104,REST331,2024-07-09 05:19,45
ORD25819,CUST16038,REST340,2025-02-10 22:32,27
ORD25820,CUST6984,REST2096,2024-10-22 03:03,23
ORD25821,CUST9197,REST1722,2025-05-18 12:41,78
ORD25822,CUST3898,REST1914,2025-03-11 13:42,56
ORD25823,CUST11503,REST800,2025-03-29 18:17,41
ORD25824,CUST2452,REST984,2025-04-24 21:24,39
ORD25825,CUST8277,REST491,2024-07-29 11:08,31
ORD25826,CUST15801,REST750,2025-01-21 06:18,57
ORD25827,CUST19039,REST199,2024-09-29 15:26,80
ORD25828,CUST6441,REST1276,2024-10-31 01:24,41
ORD25829,CUST9470,REST855,2025-02-27 17:50,86
ORD25830,CUST3040,REST833,2024-10-06 18:22,76
ORD25831,CUST16657,REST1886,2024-08-21 06:49,47
ORD25832,CUST8193,REST566,2024-09-10 15:03,51
ORD25833,CUST17759,REST331,2024-09-03 07:03,21
ORD25834,CUST20254,REST1904,2024-10-13 15:43,40
ORD25835,CUST19187,REST1133,2025-05-29 12:00,88
ORD25836,CUST1966,REST622,2025-04-19 01:54,51
ORD25837,CUST8312,REST399,2025-01-12 07:21,64
ORD25838,CUST1120,REST1337,2025-03-31 11:49,51
ORD25839,CUST10858,REST1353,2024-10-09 10:39,70
ORD25840,CUST10926,REST1989,2024-10-28 15:19,46
ORD25841,CUST5203,REST2057,2025-06-11 19:23,47
ORD25842,CUST4281,REST2064,2025-04-14 13:50,74
ORD25843,CUST10933,REST158,2024-12-18 12:53,72
ORD25844,CUST5575,REST1185,2024-07-12 03:24,20
ORD25845,CUST13762,REST379,2025-06-21 14:36,48
ORD25846,CUST5709,REST576,2024-11-16 12:06,48
ORD25847,CUST6761,REST1750,2024-12-23 01:58,73
ORD25848,CUST12127,REST465,2024-12-27 15:57,73
ORD25849,CUST16665,REST1606,2025-05-10 14:08,48
ORD25850,CUST15490,REST1173,2024-12-15 18:40,51
ORD25851,CUST6377,REST928,2024-10-28 08:30,80
ORD25852,CUST12673,REST795,2025-06-11 16:47,53
ORD25853,CUST16835,REST1006,2024-12-14 20:31,90
ORD25854,CUST10918,REST229,2024-08-03 15:23,48
ORD25855,CUST16710,REST347,2025-05-15 07:17,50
ORD25856,CUST1568,REST539,2024-12-03 12:19,72
ORD25857,CUST14241,REST1578,2024-07-08 17:59,28
ORD25858,CUST6201,REST768,2024-11-05 15:11,85
ORD25859,CUST10204,REST1590,2024-12-19 03:08,87
ORD25860,CUST20646,REST118,2024-09-21 14:29,81
ORD25861,CUST14421,REST1280,2025-06-26 01:27,26
ORD25862,CUST16780,REST531,2025-03-16 20:52,50
ORD25863,CUST13693,REST1685,2025-02-02 17:44,46
ORD25864,CUST16836,REST1199,2024-09-19 02:46,25
ORD25865,CUST19691,REST1257,2025-05-01 06:52,54
ORD25866,CUST7631,REST1834,2025-06-27 08:27,58
ORD25867,CUST11439,REST448,2024-12-30 01:48,67
ORD25868,CUST1394,REST506,2024-12-08 10:23,49
ORD25869,CUST3556,REST2041,2024-07-11 01:52,30
ORD25870,CUST14187,REST1302,2024-10-21 09:45,82
ORD25871,CUST2273,REST725,2024-09-25 04:07,84
ORD25872,CUST11187,REST1748,2024-10-20 19:48,22
ORD25873,CUST16499,REST442,2024-08-12 21:54,69
ORD25874,CUST8395,REST1049,2024-12-25 20:44,43
ORD25875,CUST12339,REST497,2025-03-06 12:34,39
ORD25876,CUST9914,REST527,2024-12-22 10:26,44
ORD25877,CUST1274,REST531,2024-09-25 09:12,41
ORD25878,CUST7706,REST1145,2024-12-14 20:10,51
ORD25879,CUST13686,REST327,2025-02-09 01:16,89
ORD25880,CUST2797,REST1846,2024-07-06 15:44,77
ORD25881,CUST9137,REST1559,2024-07-13 02:47,62
ORD25882,CUST6649,REST1564,2025-02-10 11:58,80
ORD25883,CUST14061,REST970,2024-11-02 16:19,26
ORD25884,CUST17041,REST710,2025-06-06 14:39,86
ORD25885,CUST6280,REST1928,2025-01-27 12:03,23
ORD25886,CUST7105,REST797,2024-12-21 09:26,69
ORD25887,CUST8911,REST817,2024-10-08 09:41,83
ORD25888,CUST8369,REST2020,2025-05-13 22:10,59
ORD25889,CUST12103,REST413,2024-11-29 14:49,60
ORD25890,CUST1364,REST1756,2025-03-11 02:29,73
ORD25891,CUST5704,REST442,2024-10-24 19:24,38
ORD25892,CUST5902,REST110,2025-04-09 07:14,44
ORD25893,CUST19728,REST976,2025-05-24 08:13,28
ORD25894,CUST7209,REST933,2024-12-21 07:14,22
ORD25895,CUST2139,REST129,2025-02-14 10:35,39
ORD25896,CUST3080,REST358,2024-12-27 23:28,22
ORD25897,CUST10829,REST1811,2025-05-28 14:10,55
ORD25898,CUST12382,REST753,2024-12-26 10:36,50
ORD25899,CUST14131,REST130,2024-07-30 01:49,32
ORD25900,CUST14085,REST1140,2025-05-30 11:37,78
ORD25901,CUST20841,REST661,2024-10-25 01:11,84
ORD25902,CUST10043,REST317,2024-12-17 09:43,25
ORD25903,CUST20641,REST644,2024-11-07 10:47,34
ORD25904,CUST17327,REST1949,2025-04-30 07:00,71
ORD25905,CUST19478,REST1099,2024-10-31 00:50,74
ORD25906,CUST16508,REST794,2024-11-19 14:37,63
ORD25907,CUST19304,REST877,2025-06-20 05:31,82
ORD25908,CUST1221,REST1234,2024-08-06 17:21,67
ORD25909,CUST4761,REST1559,2024-12-06 03:25,30
ORD25910,CUST16740,REST1556,2024-09-24 09:14,37
ORD25911,CUST7195,REST1992,2025-04-24 15:30,48
ORD25912,CUST4016,REST1215,2024-09-05 17:31,56
ORD25913,CUST12342,REST1936,2024-07-09 04:31,70
ORD25914,CUST16864,REST143,2024-08-30 03:37,66
ORD25915,CUST18616,REST1559,2025-01-08 21:21,55
ORD25916,CUST14842,REST951,2025-01-09 11:12,83
ORD25917,CUST3438,REST445,2025-06-25 20:58,30
ORD25918,CUST8682,REST365,2024-08-19 05:16,51
ORD25919,CUST18869,REST1534,2024-07-01 16:18,61
ORD25920,CUST11158,REST1595,2024-07-08 02:23,60
ORD25921,CUST14510,REST224,2024-11-23 09:00,34
ORD25922,CUST19911,REST1835,2024-09-07 02:38,80
ORD25923,CUST12041,REST1663,2024-12-30 20:16,73
ORD25924,CUST20409,REST669,2025-03-26 02:49,66
ORD25925,CUST11543,REST1560,2024-07-29 16:12,32
ORD25926,CUST6925,REST651,2025-04-14 00:57,37
ORD25927,CUST11922,REST732,2024-08-11 23:53,25
ORD25928,CUST16845,REST1196,2025-01-18 21:05,39
ORD25929,CUST15619,REST824,2025-06-25 01:10,69
ORD25930,CUST3499,REST934,2025-05-28 04:46,43
ORD25931,CUST8474,REST1422,2025-06-21 09:46,69
ORD25932,CUST9600,REST1031,2024-09-14 07:32,83
ORD25933,CUST19412,REST230,2024-10-21 00:01,27
ORD25934,CUST1469,REST881,2025-03-18 05:34,47
ORD25935,CUST9885,REST1676,2024-09-22 17:03,56
ORD25936,CUST13818,REST757,2025-04-10 06:22,78
ORD25937,CUST20656,REST197,2024-11-23 02:34,75
ORD25938,CUST7869,REST942,2025-03-23 00:08,78
ORD25939,CUST11515,REST745,2025-06-13 23:35,64
ORD25940,CUST12356,REST713,2025-05-23 10:57,87
ORD25941,CUST13563,REST1443,2025-04-17 19:48,73
ORD25942,CUST8946,REST487,2025-06-07 12:32,86
ORD25943,CUST9898,REST1861,2025-03-07 07:42,79
